title,header_no,header_title,text,volume
Automated CT Lung Cancer Screening Workflow Using 3D Camera,2.0,Method,"water equivalent diameter (wed) is a robust patient-size descriptor [17] used
for ct dose planning. it represents the diameter of a cylinder of water having
the same averaged absorbed dose as the material contained in an axial plane at a
given craniocaudal position z [2]. the wed of a patient is thus a function
taking as input a craniocaudal coordinate and outputting the wed of the patient
at that given position. as wed is defined in an axial plane, the diameter needs
to be known on both the anterior-posterior (ap) and lateral (left-right) axes
noted respectively w ed ap (z) and w ed l (z). as our focus here is on lung
cancer screening, we define 'wed profile' to be the 1d curve obtained by
uniformly sampling the wed function along the craniocaudal axis within the lung
region.our method jointly predicts the ap and lateral wed profiles. while wed
can be derived from ct images, paired ct scans and camera images are rarely
available, making direct regression through supervised learning challenging. we
propose a semi-supervised approach to estimate wed from depth images. first, we
train a wed generative model on a large collection of ct scans. we then train an
encoder network to map the patient depth image to the wed manifold. finally, we
propose a novel method to refine the prediction using real-time scan data.",7
Automated CT Lung Cancer Screening Workflow Using 3D Camera,3.2,Patient Preparation,"patient positioning is the first step in lung cancer screening workflow. we
first need to estimate the table position and the starting point of the scan. we
propose to estimate the table position by regressing the patient isocenter and
the starting point of the scan by estimating the location of the patient's lung
top.starting position. we define the starting position of the scan as the
location of the patient's lung top. we trained a denseunet [7] taking the camera
depth image as input and outputting a gaussian heatmap centered at the patient's
lung top location. we used 4 dense blocks of 4 convolutional layers for the
encoder and 4 dense blocks of 4 convolutional layers for the decoder. each
convolutional layer (except the last one) is followed by a batch normalization
layer and a relu activation. we trained our model on 2, 742 patients using
adaloss [14] and the adam [6] optimizer with a learning rate of 0.001 and a
batch size of 32 for 400 epochs. our model achieves a mean error of 12.74 mm and
a 95 th percentile error of 28.32 mm. to ensure the lung is fully visible in the
ct image, we added a 2 cm offset on our prediction towards the outside of the
lung. we then defined the accuracy as whether the lung is fully visible in the
ct image when using the offset prediction. we report an accuracy of 100% on our
evaluation set of 110 patients. third and fourth columns show the performance of
our model with real-time refinement every 5 cm and 2 cm respectively. ground
truth is depicted in green and our prediction is depicted in red. while the
original prediction was off towards the center of the lung, the real-time
refinement was able to correct the error.isocenter. the patient isocenter is
defined as the centerline of the patient's body. we trained a densenet [1]
taking the camera depth image as input and outputting the patient isocenter. our
model is made of 4 dense blocks of 3 convolutional layers. each convolutional
layer (except the last one) is followed by a batch normalization layer and a
relu activation. we trained our model on 2, 742 patients using adadelta [16]
with a batch size of 64 for 300 epochs. on our evaluation set, our model
outperforms the technician's estimates with a mean error of 5.42 mm and a 95 th
percentile error of 8.56 mm compared to 6.75 mm and 27.17 mm respectively.
results can be seen in fig. 2.",7
Automated CT Lung Cancer Screening Workflow Using 3D Camera,4.0,Conclusion,"we presented a novel 3d camera based approach for automating ct lung cancer
screening workflow without the need for a scout scan. our approach effectively
estimates start of scan, isocenter and water equivalent diameter from depth
images and meets the iec acceptance criteria of relative wed error. while this
approach can be used for other thorax scan protocols, it may not be applicable
to trauma (e.g. with large lung resections) and inpatient settings, as the
deviation in predicted and actual wed would likely be much higher. in future, we
plan to establish the feasibility as well as the utility of this approach for
other scan protocols and body regions.1",7
Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,2.0,Related Work,"current amd grading systems: ophthalmologists' current understanding of
progression from early to late amd largely involves drusen, which are subretinal
lipid deposits. drusen volume increases until suddenly stagnating and
regressing, which often precedes the onset of late amd [16]. the established amd
grading system stratifies early and intermediate stages solely by the size of
drusen in a single oct image [1,6,7,10]. late amd is classified into either
choroidal neovascularisation (cnv), identified by subretinal fluid, or
geographic atrophy, signalled by progressive loss of photoreceptors and retinal
thinning. the degree of atrophy can be staged using crora (complete retinal
pigment epithelium and outer retinal atrophy), which measures the width in μm of
focal atrophy in oct [13]. grading systems derived from these biomarkers offer
limited diagnostic value and little to no prognostic capability.tracking
evolution of known biomarkers: few research efforts have aimed at quantifying
and tracking known amd biomarkers, mostly drusen, over time [16,19]. more work
has explored the disease progression of alzheimer's disease (ad), which offers a
greater array of quantitative imaging biomarkers, such as levels of tau protein
and hippocampal volume. young et al. [25] fit an event-based model that
rediscovers the order in which these biomarkers become anomalous as ad
progresses. vogel et al. [21] find four distinct spatiotemporal trajectories for
tau pathology in the brain. however, this only works if biomarkers are known a
priori and requires manual annotation of entire time series.automated discovery
of unknown biomarkers: prior work for automated biomarker discovery in amd
explores the latent feature space of encoders trained for image reconstruction
[18,23], segmentation [27] or generative adversarial networks [17]. however,
these neural networks are prone to overfit to their specific task and lose
semantic information regarding the disease. contrastive methods [3,8,26] encode
invariance to a set of image transformations, which are uncorrelated with
disease features, resulting in a more expressive feature space. however, all
aforementioned methods group single images acquired at one point in time, and in
doing so neglect temporal dynamics. the one work that tackles this challenge,
and the most related to ours, categorises the time-dependent response of cancer
cells to different drugs, measured by the changing distance in contrastive
feature space from healthy controls [5].",7
Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma,1.0,Introduction,"diffuse glioma is the most common and aggressive primary brain tumors in adults,
accounting for more deaths than any other type [7]. pathology diagnosis is the
gold standard for diffuse glioma but is usually time-consuming and highly
depends on the expertise of senior pathologists [13]. hence, automatic
algorithms based on histology whole slide images (wsis) [15], namely digital
pathology, promise to offer rapid diagnosis and aid precise treatment.recently,
deep learning has achieved success in diagnosing various tumors [2,21]. most
methods are mainly predicting histology based on wsi, less concerning molecular
markers. however, the paradigm of pathological diagnosis of glioma has shifted
to molecular pathology, reflected by the 2021 who classification of tumors of
the central nervous system [14]. the role of key molecular markers, i.e.,
isocitrate dehydrogenas (idh) mutations, co-deletion of chromosome 1p/19q and
homozygous deletion (homdel) of cyclin-dependent kinase inhibitor 2a/b (cdkn),
have been highlighted as major diagnostic markers for glioma, while histology
features that are traditionally emphasized are now considered as reference,
although still relevant in many cases. for instance, in the new pathology
scheme, glioblastoma is increasingly diagnosed according to idh mutations, while
previously its diagnosis mostly relies on histology features, including necrosis
and microvascular proliferation (nmp). 1 however, the primary approaches to
assess molecular markers include gene sequencing and immuno-staining, which are
time-consuming and expensive than histology assessment. as histology features
are closely associated with molecular alterations, algorithm predicting
molecular markers based on histology wsis is feasible and have clinical
significance. moreover, under the new paradigm of integrating molecular markers
with histological features into tumor classification, it is helpful to model the
interaction of histology and molecular makers for a more accurate diagnosis.
therefore, there is an urgent need for developing novel digital pathology
methods based on wsi to predict molecular markers and histology jointly and
modeling their interactions for final tumor classification, which could be
valuable for the clinically relevant diagnosis of diffuse glioma.this paper
proposes a deep learning model (deepmo-glioma) for glioma classification based
on wsis, aiming to reflect the molecular pathology paradigm. previous methods
are proposed to integrate histology and genomics for tumour diagnosis [3,10,20].
for instance, chen et al. [3] proposed a multimodal fusion strategy to integrate
wsis and genomics for survival prediction. xing et al. [20] devised a
self-normalizing network to encode genomics. nevertheless, most existing
approaches of tumor classification only treat molecular markers as additional
input, incapable to simultaneously predict the status of molecular markers, thus
clinically less relevant under the current clinical diagnosis scheme. to jointly
predict histology and molecular markers following clinical diagnostic pathway,
we propose a novel hierarchical multi-task multi-instance learning (hmt-mil)
framework based on vision transformer [4], with two partially weight-sharing
parts to jointly predict molecular markers and histology.moreover, multiple
molecular markers are needed for classifying cancers, due to complex tumor
biology. to reflect real-world clinical scenarios, we formulate predicting
multiple molecular markers as a multi-label classification (mlc) task. previous
mlc methods have successfully modeled the correlation among labels [12,22]. for
example, yazici et al. [22] proposed an orderless recurrent method, while li et
al. designed a label attention transformer network with graph embedding. in
medical domain, zhang et al. [25] devised a dual-pool contrastive learning for
classifying fundus and x-ray images. despite success, when applied to predicting
multiple molecular markers, most existing methods may ignore the co-occurrence
of molecular markers, which have intrinsic associations [23]. hence, we propose
a co-occurrence probability-based, label-correlation graph (cplc-graph) network
to model the co-occurrence of molecular markers, i.e., intra-omic
relationship.lastly, we focus on modeling the interaction between molecular
markers and histology. specifically, we devise a novel inter-omic interaction
strategy to model the interaction between the predictions of molecular markers
and histology, e.g., idh mutation and nmp, both of which are relevant in
diagnosing glioblastoma. particularly, we design a dynamical confidence
constraint (dcc) loss that constrains the model to focus on similar areas of
wsis for both tasks. to the best of our knowledge, this is the first attempt to
classify diffuse gliomas via modeling the interaction of histology and molecular
markers.our main contributions are: (1) we propose a multi-task multi-instance
learning framework to jointly predict molecular markers and histology and
finally classify diffuse glioma, reflecting the new paradigm of pathology
diagnosis. (2) we design a cplc-graph network to model the intra-omic
relationship of multiple molecular markers. (3) we design a dcc learning
strategy to model the inter-omic interaction between histology and molecular
markers for glioma classification.",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,1.0,Introduction,"esophageal cancer is a significant contributor to cancer-related deaths globally
[3,15]. one effective treatment option is radiotherapy (rt), which utilizes
high-energy radiation to target cancerous cells [4]. to ensure optimal treatment
outcomes, both the cancerous region and the adjacent organ-at-risk (oar) must be
accurately delineated, to focus the high-energy radiation solely on the
cancerous area while protecting the oars from any harm. gross tumor volume (gtv)
represents the area of the tumor that can be identified with a high degree of
certainty and is of paramount importance in clinical practice.in the clinical
setting, patients may undergo a second round of rt treatment to achieve complete
tumor control when initial treatment fails to completely eradicate cancer [16].
however, the precise delineation of the gtv is laborintensive, and is restricted
to specialized hospitals with highly skilled rt experts. the automatic
identification of the esophagus presents inherent challenges due to its
elongated soft structure and ambiguous boundaries between it and adjacent organs
[12]. moreover, the automatic delineation of the gtv in the esophagus poses a
significant difficulty, primarily attributable to the low contrast between the
esophageal gtv and the neighboring tissue, as well as the limited
datasets.recently, advances in deep learning [21] have promoted research in
automatic esophageal gtv segmentation from computed tomography (ct) [18,19].
since the task is challenging, jin et al. [9,10] improve the segmentation
accuracy by incorporating additional information from paired positron emission
tomography (pet). nevertheless, such approaches require several imaging
modalities, which can be both costly and time-consuming, while disregarding any
knowledge from previous treatment or anatomical understanding. moreover, the
correlation between the first and second courses of rt is rarely investigated,
where detailed prior tumor information naturally exists in the previous rt
planning.in this paper, we present a comprehensive study on accurate gtv
delineation for the second course rt. we proposed a novel prior anatomy and rt
information enhanced second-course esophageal gtv segmentation network (artseg).
a region-preserving attention module (ram) is designed to effectively capture
the long-range prior knowledge in the esophageal structure, while preserving
regional tumor patterns. to the best of our knowledge, we are the first to
reveal the domain gap between the first and second courses for gtv segmentation,
and explicitly leverage prior information from the first course to improve gtv
segmentation performance in the second course.the medical images are labeled
sparsely, which are isolated by different tasks [20]. meanwhile, an ideal method
for automatic esophageal gtv segmentation in the second course of rt should
consider three key aspects: 1) changes in tumor volume after the first course of
rt, 2) the proliferation of cancerous cells from a tumor to neighboring healthy
cells, and 3) the anatomical-dependent our training approach leverages
multi-center datasets containing relevant annotations, that challenges the
network to retrieve information from e1 using the features from e2. the decoder
d utilizes the prior knowledge obtained from i1 and g1 to generate the mask
prediction. our training strategy leverages three datasets that introduce prior
knowledge to the network of the following three key aspects: 1) tumor volume
variation, 2) cancer cell proliferation, and 3) reliance of gtv on esophageal
anatomy.nature of gtv on esophageal locations. to achieve this, we efficiently
exploit knowledge from multi-center datasets that are not tailored for
second-course gtv segmentation. our training strategy does not specific to any
tasks but challenges the network to retrieve information from another encoder
with augmented inputs, which enables the network to learn from the above three
aspects. extensive quantitative and qualitative experiments validate our
designs.",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,2.0,Network Architecture,"in the first course of rt, a ct image denoted as i 1 is utilized to manually
delineate the esophageal gtv, g 1 . during the second course of rt, a ct image i
2 of the same patient is acquired. however, i 2 is not aligned with i 1 due to
soft tissue movement and changes in tumor volume that occurred during the first
course of treatment. both images i 1/2 have the spatial shape of h × w × d.our
objective is to predict the esophageal gtv g 2 of the second course. it would be
advantageous to leverage insights from the first course, as it comprises
comprehensive information pertaining to the tumor in its preceding phase.
therefore, the input to encoder e 1 consists of the concatenation of i 1 and g 1
to encode the prior information (features f d 1 ) from the first course, while
encoder e 2 embeds both low-and high-level features f d 2 of the local pattern
of i 2 (fig. 1),where the spatial shape of, with 2 d+4 channels.
region-preserving attention module. to effectively learn the prior knowledge in
the elongated esophagus, we design a region-preserving attention module (ram),
as shown in fig. 1. the multi-head attention (mha) [17] is employed to gather
long-range informative values in f d 1 with f d 2 as queries and f d 1 as keys.
the features f d 1/2 are reshaped to hw d 2 3d × c before passed to the mha,
where c is the channel dimension. the attentive features f d a can be formulated
as:since mha perturbs the positional information, we preserve the tumor local
patterns by concatenating original features to the attentive features at the
channel dimension, followed by a 1 × 1 × 1 bottleneck convolution ξ 1×1×1 to
squeeze the channel features (named as ram), as shown in the following
equations,where the lower-level features from both encoders are fused by
concatenation.the decoder d generates a probabilistic prediction) with skip
connections (fig. 1). we utilize the 3d dice [14] loss function,",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,3.0,Training Strategy,"the network should learn from three aspects: 1) tumor volume variation: the
structural changes of the tumor from the first to the second course; 2) cancer
cell proliferation: the tumor in esophageal cancer tends to infiltrate into the
adjacent tissue; 3) reliance of gtv on esophageal anatomy: the anatomical
dependency between esophageal gtv and the position of the esophagus. medical
images are sparsely labeled which are isolated by different tasks [20], and are
often inadequate. in this study, we use a paired first-second course gtv dataset
s p , an unpaired gtv dataset s v , and a public esophagus dataset s e .in order
to fully leverage both public and private datasets, the training objective
should not be specific to any tasks. here, we denote g 1 /g 2 as prior/target
annotations respectively, which are not limited only to the gtv areas. as shown
in fig. 1, our strategy is to challenge the network to retrieve information from
augmented inputs in e 1 using the features from e 2 , which can incorporate a
wide range of datasets that are not tailored for second-course gtv segmentation.",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,3.1,Tumor Volume Variation,"the differences in tumor volume between the first and second courses following
an rt treatment can have a negative impact on the state-of-the-art (sota)
learning-based techniques, which will be discussed in sect. 4.2. to adequately
monitor changes in tumor volume and integrate information from the initial
course into the subsequent course, a paired first-second courses dataset s p =
{i 1 p , i 2 p , g 1 p ; g 2 p } is necessary for training. in s p , i 1 p and i
2 p are the first and second course ct images, while g 1 p and g 2 p are the
corresponding gtv annotations.",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,3.2,Cancer Cell Proliferation,"the paired dataset s p for the first and second courses is limited, whereas an
unpaired gtv dataset s v = {i v ; g v } can be easily obtained in a standard
clinical workflow with a substantial amount. s v lacks its counterpart for the
second course, in which i v /g v are the ct image and the corresponding
annotation for gtv. to address this, we apply two distinct randomized
augmentations, p 1 , p 2 , to mimic the unregistered issue of the first and
second course ct. the transformed data is feed into the encoders e 1/2 as shown
in the following equations:, p 1 (g e ), p 2 (i e ), p 2 (g e ), when i e , g e
∈ s e .(4)the esophageal tumor can proliferate with varying morphologies into
the surrounding tissues. although not paired, s v contains valuable information
about the tumor. challenging the network to query information within gtv will
enhance the capacity to retrieve pertinent information for the tumor positions.",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,4.1,Experimental Setup,"datasets. the paired first-second course dataset, s p , is collected from sun
yat-sen university cancer center (ethics approval number: b2023-107-01),
comprising paired ct scans of 69 distinct patients from south china. we
collected the gtv dataset s v from medmind technology co., ltd., which has ct
scans from 179 patients. for both s p and s v , physicians annotated the
esophageal cancer gtv in each ct. the gtv volume statistics (cm 3 , mean ± std.)
in s v is 40.60 ± 29.75, and is 83.70 ± 55.97/71.66 ± 49.36 for the first/second
course rt in s p respectively. additionally, we collect s e from segthor [12],
consisting of ct scans and esophagus annotations from 40 patients who did not
implementation details. the ct volumes from the first and second course in s p
are aligned based on the center of the lung mask [8]. the ct volumes are applied
with a windowing of [-100, 300] hu, and resampled to 128 3 , with a voxel size
of 1.2 × 1.2 × 3 mm 3 . the augmentations p 1/2 involve a combination of random
3d resized cropping, flipping, rotation in the transverse plane, and gaussian
noise. we employ the adam [11] optimizer with (β 1 , β 2 , lr) = (0.9, 0.999,
0.001) for training for 500 epoches. the network is implemented using pytorch
[2] and monai [1], and detailed configurations are in the supplementary
material. experiments are performed on an nvidia rtx 3090 gpu with 24gb
memory.performance metrics. dice score (dsc), averaged surface distance (asd)
and hausdorff distance (hsd) are used as metrics for evaluation. the wilcoxon
signed-rank test is used to compare the performance of different methods.",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,4.2,Domain Gap Between the First and Second Course,"as previously mentioned, the volume of the tumors changes after the first course
of rt. to demonstrate the presence of a domain gap between the first and second
courses, we train sota methods with datasets s train p and s v , by feeding the
data sequentially into the network. we then evaluate the models on s test p .
the results presented in table 1 indicate a performance gap between gtv
segmentation in the first and second courses, with the latter being more
challenging. notably, the paired first-second course dataset s test p pertains
to the same group of patients, thereby ensuring that any performance drop can be
attributed solely to differences in courses of rt, rather than variations across
different patients.figure 2 illustrates the reduction in the gtv area after the
initial course of rt, where the transverse plane is taken from the same location
relative to the vertebrae (yellow lines). the blue arrows indicate that the
networks failed to track these changes and produced false predictions in the
second course of rt. this suggests that deep learning-based approaches may not
rely solely on the identification of malignant tissue patterns, as doctors do,
but rather predict highrisk areas statistically. therefore, for accurate
second-course gtv segmentation, we need to explicitly propagate prior
information from the first course using dual encoders in artseg, and incorporate
learning about tumor changes.",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,4.3,Evaluations of Second-Course GTV Segmentation Performance,"combination of various datasets. table 2 presents the information gain derived
from multi-center datasets using quantified metrics for segmentation
performance. we first utilize a standard artseg (w/o ram) as an ablation
network. when prior information from the first course is explicitly introduced
using s p , artseg outperforms other baselines for gtv segmentation in the
second course, which reaches a dsc of 66.73%. however, in fig. 3, it can be
observed that the model failed to accurately track the gtv area along the
esophagus (orange arrows) due to the soft and elongated nature of the esophageal
tissue, which deforms easily during ct scans performed at different times.by
subsequently incorporating s e for structural esophagus prior knowledge, the dsc
improved to 69.42%. meanwhile, the esophageal tumor comprises two primary
regions, the original part located in the esophagus and the extended part that
has invaded the surrounding tissue. as shown in fig. 3, identifying the tumor
proliferation into the surrounding tissue without comprehensive knowledge of
tumor morphology can be challenging (blue arrows). to address this,
incorporating s v to comprehensively learn the tumor morphology is required.when
s v is incorporated for learning tumor proliferation, the dsc improved to
72.64%. we can observe from case 2 in fig. 3 that the network has a better
understanding of the tumor proliferation with s v , while it still fails to
track the gtv area along the esophagus as pointed by the orange arrow.
therefore, s v and s e improve the network from two distinct aspects and are
both valuable. our proposed training strategy fully exploits the datasets s p ,
s v , and s e , and further improve the dsc to 74.54% by utilizing comprehensive
knowledge of both the tumor morphology and esophageal
structures.region-preserving attention module. although introducing the
esophageal structural prior knowledge using s e can improve the performance in
dsc and asd (table 2), the increase in hsd (38.22 to 47.89 mm; 21.71 to 27.00
mm) indicates that there are outliers far from the ground truth boundaries. this
may be attributed to the convolution that cannot effectively handle the
long-range knowledge of the esophagus structure. the attention mechanism can
effectively capture the long-range relationship as shown recently in
[13].however, there is no performance gain with mha as shown in table 2, and the
hsd further increased to 27.33 mm. we attribute the drawback is due to the
location-agnostic nature of the operations in mha, where the local regional
correlations are perturbed.to tackle the aforementioned problem, we propose ram
which involves the concatenation of the original features with attention
outputs, allowing for the preservation of convolution-generated regional tumor
patterns while effectively comprehending long-range prior knowledge specific to
the esophagus. finally, our proposed artseg with ram achieves the best dsc/hsd
of 75.26%/19.75 mm, and outperforms its ablations as well as other baselines, as
shown in table 2.limitations. for the method's generalizability, analysis of
diverse imaging protocols and segmentation backbones are inadequate. besides,
artseg requires more computational resources due to its dual-encoder and
attention design.",7
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,5.0,Conclusion,"in this paper, we reveal the domain gap between the first and second courses of
rt for esophageal gtv segmentation. to improve the accuracy of gtv declination
in the second course, we explicitly incorporated the naturally existing prior
information from the first course. besides, to efficiently leverage prior
knowledge contained in various medical ct datasets, we train the network in an
information-querying manner. we proposed ram to capture long-range prior
knowledge in the esophageal structure, while preserving the regional tumor
patterns. our proposed artseg incorporates prior knowledge of the tumor volume
variation, cancer cell proliferation, and reliance of gtv on esophageal anatomy,
which enhances the gtv segmentation accuracy in the second course rt. our future
research includes accurate delineation for multiple targets in the second course
and knowledge transferring through the time series of multiple courses.",7
CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,1.0,Introduction,"lung cancer is one of the most fatal diseases worldwide, and early diagnosis of
the pulmonary nodule has been identified as an effective measure to prevent lung
cancer. deep learning-based methods for lung nodule classification have been
widely studied in recent years [9,12]. usually, the malignancy prediction is
often formulated as benign-malignant binary classification [9,10,19], and the
higher classification performance and explainable attention maps are impressive.
most previous works employ a learning paradigm that utilizes cross-entropy loss
between predicted probability distributions and ground-truth one-hot labels.
furthermore, inspired by ordered labels of nodule progression, researchers have
turned their attention to ordinal regression methods to evaluate the
benignunsure-malignant classification task [2,11,13,18,21], where the training
set additionally includes nodules with uncertain labels. indeed, the ordinal
regressionbased methods are able to learn ordered manifolds and to further
enhance the prediction accuracy.however, the aforementioned methods still face
challenges in distinguishing visually similar samples with adjacent rank labels.
for example, in fig. 1(a), since we conduct unimodal contrastive learning and
map the samples onto a spherical space, the false positive nodule with a
malignancy score of 2.75 has a closer distance to that with a score of 4.75, and
the false negative one should not be closer to that of score 2.5. to address
this issue, we found that the text attributes, such as ""subtlety"", ""sphericity"",
""margin"", and ""lobulation"", annotated by radiologists, can exhibit the
differences between these hard samples. therefore, we propose leveraging text
annotations to guide the learning of visual features. in practice, this also
aligns with the fact that the annotated text information represents the direct
justification for identifying lesion regions in the clinic. as shown in fig. 1,
this text information is beneficial for distinguishing visually similar pairs,
while we conduct this behavior by applying contrastive learning that pulls
semantic-closer samples and pushes away semantic-farther ones.to integrate text
annotations into the image-domain learning process, an effective text encoder
providing accurate textual features is required. fortunately, recent advances in
vision-language models, such as contrastive languageimage pre-training (clip)
[16], provide us with a powerful text encoder pre-trained with text-based
supervisions and have shown impressive results in downstream vision tasks.
nevertheless, it is ineffective to directly transfer clip to medical tasks due
to the data covariate shift. therefore, in this paper, we pro- pose clip-lung, a
framework to classify lung nodules using image-text pairs. specifically,
clip-lung constructs learnable text descriptions for each nodule from both class
and attribute perspectives. inspired by cocoop [20], we propose a channel-wise
conditional prompt (ccp) module to allow nodule descriptions to guide the
generation of informative feature maps. different from cocoop, ccp constructs
specific learnable prompts conditioned on grouped feature maps and triggers more
explainable attention maps such as grad-cam [17], whereas cocoop provides only
the common condition for all the prompt tokens. then, we design a textual
knowledge-guided contrastive learning based on obtained image features and
textual features involving classes and attributes. experimental results on
lidc-idri [1] dataset demonstrate the effectiveness of learning with textual
knowledge for improving lung nodule malignancy prediction.the contributions of
this paper are summarized as follows.1) we propose clip-lung for lung nodule
malignancy prediction, which leverages clinical textual knowledge to enhance the
image encoder and classifier. 2) we design a channel-wise conditional prompt
module to establish consistent relationships among the correlated text tokens
and feature maps. 3) we simultaneously align the image features with class and
attribute features through contrastive learning while generating more
explainable attention maps.",7
EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,1.0,Introduction,"skin cancer is a serious and widespread form of cancer that requires early
detection for successful treatment. computer-aided diagnosis systems (cad) using
deep learning models have shown promise in accurate and efficient skin lesion
diagnosis. however, recent research has revealed that the success of these
models may be a result of overly relying on ""spurious cues"" in dermoscopic
images, such as rulers, gel bubbles, dark corners, and hairs [3][4][5]29], which
leads to unreliable diagnoses. when a deep learning model overfits specific
artifacts instead of learning the correct dermoscopic patterns, it may fail to
identify skin lesions in real-world environments where the artifacts are absent
or inconsistent.to alleviate the artifact bias and enhance the model's
generalization ability, we rethink the problem from the domain generalization
(dg) perspective, where a model trained within multiple different but related
domains are expected to perform well in unseen test domains. as illustrated in
fig. 1, we define the domain labels based on the types of artifacts present in
the training images, which can provide environment-aware prior knowledge
reflecting a range of noisy contexts. by doing this, we can develop a dg
algorithm to learn the generalized and robust features from diverse
domains.previous dg algorithms learning domain-invariant features from source
domains have succeeded in natural image tasks [2,17,19], but cannot directly
apply to medical images, in particular skin images, due to the vast cross-domain
diversity of skin lesions in terms of shapes, colors, textures, etc. as each
domain contains ad hoc intrinsic knowledge, learning domain-invariant features
is highly challenging. one promising way is, as suggested in some recent works
[7,24,32], exploiting multiple learnable domain experts (e.g., batch norm
statistic, auxiliary classifiers, etc.) to capture domain-specific knowledge
from different source domains individually. still, two significant challenges
remain. first, previous work only exploits some weak experts, like the batch
norm, to capture knowledge, which naturally hampers the capability of capturing
essential domain-specific knowledge. second, previous methods such as [30]
focused on learning domain knowledge independently while overlooking the rich
cross-domain information that all domain experts can contribute collectively for
the target domain prediction.to overcome the above problems, we propose an
environment-aware prompt vision transformer (epvt) for domain generalization of
skin lesion recognition. on the one hand, inspired by the emerging prompt
learning techniques that embed prompts into a model for adaptation to diverse
downstream tasks [12,26,31], we construct different prompt vectors to strengthen
the learning of domainspecific knowledge for adaptation to diverse domains.
then, the self-attention mechanism of the vision transformer (vit) [8] is
adopted to fully model the relationship between image tokens and prompt vectors.
on the other hand, to encourage cross-domain information sharing while
preserving the domain-specific knowledge of each domain prompt, we propose a
domain prompt generator based on low-rank weights updating. the prompt generator
enables multiple domain prompts to work collaboratively and benefit from each
other for generalization to unknown domains. additionally, we devise a domain
mixup strategy to resolve the problem of co-occurring artifacts in dermoscopic
images and mitigate the resulting noisy domain label assignments.our
contributions can be summarized as: (1) we resolve an artifacts-derived biasing
problem in skin cancer diagnosis using a novel environment-aware prompt
learning-based dg algorithm, epvt; (2) epvt takes advantage of a vitbased
domain-aware prompt learning and a novel domain prompt generator to improve
domain-specific and cross-domain knowledge learning simultaneously;(3) a domain
mixup strategy is devised to reduce the co-artifacts specific to dermoscopic
images; (4) extensive experiments on four out-of-distribution skin datasets and
six biased isic datasets demonstrate the outperforming generalization ability
and robustness of epvt under heterogeneous distribution shifts.",7
