,title,extracted_keyword_sent,selected
860,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"therefore, the insufficient number of samples at the
slide-patient level may make it difficult for the model to learn enough
information.to address the multi-level multi-instance learning (ml-mil) problem
in medical field, we propose a novel framework called patients and slides are
equal (p&sre).",
861,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"our method can effectively
solve the problem of difficult training due to the scarcity of samples at the
highest level in ml-mil, and can be integrated into two state-of-the-art methods
to further improve performance.",
862,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"our contributions
include:1) proposing a novel general framework to address the unique
""patch-slidepatient"" ml-mil problem in the medical field.",
863,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"before this, no other
framework had directly tackled this specific problem, making our proposal a
ground-breaking step in the application of ml-mil in healthcare; 2) proposing a
simple yet highly effective method that leverages self-attention mechanisms and
transformer models to enhance the interaction between slide and patient
information.",
864,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"b
1 and b 2 are bias vectors.",
865,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"due to the
issue of class imbalance in both slide level and patient level, we use the lade
[7] loss function.",
866,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"the primary reason is that the vast number of patches required for
analysis is significantly larger than that of slides and patients, which
presents a computational challenge for training.",
867,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"this study proposes a highly scalable and versatile framework to address m-mil
problems.",
868,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"we first classify the process from patch to slide to the patient in
medical pathology diagnosis as a multi-level mil problem.",
869,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,"this is difficult or even infeasible for some applications such as
lesion identification in neuroendocrine tumor (net) images, because nets are
rare tumors and lesion annotation in low-resolution, noisy pet images is
expensive.",
870,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,"to address the data shortage issue, we propose to train a deep model
for lesion detection with synthesized pet images generated from list mode pet
data, which is low-cost and does not require human effort for manual data
annotation.synthesized pet images may exhibit a different data distribution from
real clinical images (see fig.",
871,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,"1), i.e., a domain shift, which can pose
significant challenges to model generalization.",
872,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,"most of
current dg methods rely on multiple sources of data to learn a generalizable
model, i.e., multisource dg (mdg); however, multi-source data collection is
often difficult in real practice due to privacy concerns or budget deficits.",
873,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,"to address this issue, we propose to use a
pretext task as an additional information resource for the encoder e and to
further promote domain-agnostic representation learning.",
874,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,"the combo loss l det can further help address the data
imbalance issue [22], i.e., lesions have significantly fewer voxels than the
non-lesion regions including the background.",
875,What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,"therefore, it is difficult and expensive to collect
large amounts of annotated samples that cover the full abnormality spectrum,
with supervised [7,15] fig.",
876,What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,"this section aims to discuss the common assumptions of
unsupervised anomaly detection, specifically for aes, while also outlining the
challenges and desired properties associated with these techniques.",
877,What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,"in contrast, the detection of pathology on chest
radiographs is much more difficult due to the high variability and complexity of
nominal features and the diversity and irregularity of abnormalities.datasets.",
878,Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"in this study, we used data from shengjing hospital to train our method
with 892 patients, and data from three other centers, including guangdong
provincial people's hospital, tianjin medical university and sun yatsen
university cancer center for independent testing with 178 patients.",
879,Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"pdac masks for 340 patients were manually labeled by a
radiologist from shengjing hospital with 18 years of experience in pancreatic
cancer, while the rest were predicted using self-learning models [11,24] and
checked by the same annotator.",
880,Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"we further stratify patients by our signature after
grouping them by tumor size and ca19-9, two clinically used preoperative
criteria for selection, and also age.",
881,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,"existing tumor augmentation methods, including ""copy-paste"" strategy based
methods [15][16][17]19] and style-transfer based methods [5], only considered
content or style information when synthesizing new samples, which leads to a
distortion gap in content or domain space between the true image and synthetic
image, and further causes a distortion problem [14] as shown in fig.",
882,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,"the
distortion problem damages the effectiveness of dcnns in feature representation
learning as proven in many studies [1,5,18].",
883,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,"therefore, a domain and content
simultaneously aware data augmentation method is urgently needed to eliminate
and avoid the distortion challenges during tumor generation.",
884,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,"therefore, it's necessary to reduce the influence of the domain on content and
keep the content consistent during image generation.to overcome the above
challenges, a domain-aware and content-consistent tumor augmentation method,
named dcaug, is developed (fig.",
885,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,"it has the advantage of alleviating the challenge of distortion in
synthetic tumor images.",
886,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,"there are two challenges need to be solved: 1) x b→a a , x a→b b ,
by adjusting the domain information of the copied tumor, making the copied tumor
have the same domain space as the target image to avoid domain distortion; 2)b ,
maintaining the domain-invariant content information consistency during tumor
copy to avoid content distortion.to achieve the above goals, a novel cross-cycle
framework (fig.",
887,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,"specifically, the dcaug assists the mixup,
cutmix, and stylemix to obtain a 3.15%, 8.53%, and 0.60% improvement in
segmentation performance, respectively, which demonstrates that 1) it is
necessary to consider both content and domain information during samples
generation; 2) avoiding the content and domain distortion challenge can further
improve the quality of generated samples; 3) dcaug can alleviate the challenge
of distortion problem present in existing tumor augmentation methods.",
888,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"this is
because early-stage gastric tumors may only invade the mucosal and muscularis
layers, which are difficult to identify without the help of stomach preparation
and contrast injection.",
889,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"additionally, the poor contrast between the tumor and
normal stomach wall/tissues on non-contrast ct scans and various shape
alterations of gastric cancer, further exacerbates this challenge.in this paper,
we propose a novel approach for detecting gastric cancer on non-contrast ct
scans.",
890,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"while
previous studies have successfully detected pancreatic [25] and esophageal [26]
cancers on non-contrast ct, identifying gastric cancer presents a unique
challenge due to its subtle texture changes, various shape alterations, and
complex background, e.g., irregular gastric wall; liquid and contents in the
stomach.",
891,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"their cluster representations demonstrate a remarkable balance
of intra-cluster similarity and inter-class discrepancy.",
892,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,problem formulation.,
893,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"to address difficulties with tumor annotation on non-contrast cts, the
radiologists start by annotating a voxel-wise tumor mask on the
contrast-enhanced ct, referring to clinical and endoscopy reports as needed.",
894,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"however, local textures are inadequate
for accurate gastric tumor detection on non-contrast cts, so we need a network
of both local sensitivity to textures and global awareness of the organ-tumor
morphology.",
895,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"our study analyzed a dataset of ct scans collected
from guangdong province people's hospital between years 2018 and 2020, with
2,139 patients consisting of 787 gastric cancer and 1,352 normal cases.",
896,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"to further evaluate specificity in
a larger population, we collected an external test set of 903 normal cases from
shengjing hospital.",
897,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"a reader study was conducted with two
experienced radiologists, one from guangdong province people's hospital with 20
years of experience and the other from the first affiliated hospital of zhejiang
university with 9 years of experience in gastric imaging.",
898,Self-supervised Polyp Re-identification in Colonoscopy,"to deal with this
problem, computer-aided polyp detector (cade) was introduced [13][14][15][16]
and recently became commercially available [3].",
899,Self-supervised Polyp Re-identification in Colonoscopy,"clustering polyp detections into polyp entities is a
prerequisite for computing such quality metrics as polyp detection rate (pdr)
and polyps per colonoscopy (ppc), and for listing detected polyps in a
report.one may notice that the described task generally falls into the category
of the well known multiple object tracking (mot) problem [26,27].",
900,Self-supervised Polyp Re-identification in Colonoscopy,"we use a tracking by detection method [27]), in this paper we focus on the
second step.to avoid manual data annotation, which is extremely ineffective in
our case, we turn to self-supervision and adapt the widely used contrastive
learning approach [5] to video input and object tracking scenario.as tracklet
re-identification is a sequence-to-sequence matching problem, the standard
solution is comparing sequences element-wise and then aggregating the
per-element comparisons, e.g.",
901,Self-supervised Polyp Re-identification in Colonoscopy,"combined with the temperature mechanism this allows for
hard negative mining by prioritizing hard-to-distinguish pairs, resulting in a
more effective loss weighting scheme.one caveat of simclr is the difficulty to
generate augmentations beneficial for the learning process [5].",
902,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,"thus, we
rethink the video polyp detection task and conclude three core challenges in
colonoscopy videos.",
903,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,"the model will be confused by such frames in inference and
result in high false-positive or false-negative predictions.to address the above
issues, we propose the yona framework, which fully exploits the reference frame
information and only needs one adjacent reference frame for accurate video polyp
detection.",
904,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,"for the fairness of the experiments, we
keep the same dataset settings for yona and all other methods.",
905,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,"to address the problem of fast-moving polyps, we introduced the
foreground temporal alignment module, which explicitly aligns the channel
patterns of two frames according to their foreground similarity.",
906,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"breast cancer is a life-threatening disease that has surpassed lung cancer as
leading cancer in some countries and regions [20].",
907,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"obtaining ultrasound video data with pathology gold standard results
poses a major challenge.",
908,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"consequently, while there are many breast ultrasound image datasets [1,28],
breast ultrasound video datasets remain scarce, with only one relatively small
dataset [15] containing 188 videos available currently.given the difficulties in
collecting ultrasound video data, we investigate the feasibility of enhancing
the performance of ultrasound video classification using a static image dataset.",
909,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"for fairness comparison, we train these models
using both video and image data, treating images as static videos.",
910,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"it is worth
noting that these two models without coherence loss obtain very low sensitivity
and high specificity, which means the model predictions are imbalanced and
intend to make benign predictions.",
911,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"without
our coherence loss or frame attention, it is difficult for the model to focus on
typical frames that possess malignant features.",
912,Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,"for instance, clip [12] used
contrastive learning based on image-text pairs to learn the similarity between
the image of an object and the text describing it, achieving significant
performance gains in a variety of computer vision problems.the trend of
text-image multi-modality-based research on image processing has extended to the
medical field.",
913,Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,"this makes finding an accurate roi a
challenge.we segmented the pelvic bones in mri slices using the proposed method
to construct a fully automatic deep learning-based active sacroiliitis diagnosis
system, including roi settings from mri input images.",
914,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"to address this problem previous
work either use domain adaptation when data from the target domain is available
[32], or domain generalisation when the target data is unavailable [34].",
915,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"however, it may
not be feasible to perform an explicit domain adaptation, and an already adapted
model could still experience problems with domain shifts.",
916,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"hence, it is not clear how well
they will work in such a scenario.in this work, we evaluate an attention-based
mil model on unseen data from a new hospital and propose a way to quantify the
domain shift severity.",
917,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"we split the data from the new
hospital into several subsets to investigate clinically realistic scenarios
triggering different levels of domain shift.",
918,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"grand challenge camelyon data [16] potentially large shift as some patients have
already started neoadjuvant treatment as well as the tissue may be affected from
the procedure of sentinel lymph node removal.",
919,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"68 wsis with lobular carcinoma
(28 wsis with metastases): potentially large shift as it is a rare type of
carcinoma and relatively difficult to diagnose.the datasets of lobular and
ductal carcinomas each contain 50 % of wsis from sentinel and axillary lymph
node procedures.",
920,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"our results show that domain
shift is present between the wsis from the same hospital (camelyon data) and
another medical centre (brln data).",
921,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"in
practical applications, it may be a problem when the domain shift quantification
cannot separate between shifts having positive or negative effect on
performance.",
922,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"the results show that domain shift
may raise challenges in mil algorithms.",
923,Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"such metrics cannot reflect the
lesion-level accuracy (how many lesion instances are correctly detected and
classified) and may bias to large lesions when a patient has multiple tumors.",
924,Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"we propose a simple approach
to remedy this issue by sampling an extra n foreground pixels for each
lesion.patient branch.",
925,Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"since one patient can have multiple liver tumors of different types,
in our problem, we give each image several hierarchical binary labels.",
926,Self-supervised Learning for Endoscopic Video Analysis,"over 250 million endoscopic
procedures are performed each year globally and 80 million in the united states,
signifying the crucial role of endoscopy in clinical research and care.a
cardinal challenge in performing endoscopy is the limited field of view which
hinders navigation and proper visual assessment, potentially leading to high
detection miss-rate, incorrect diagnosis or insufficient treatment.",
927,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"for instance, head and neck tumor
segmentation and outcome prediction challenges (hecktor) have been held for the
last three years to facilitate the development of new algorithms for survival
prediction from pet-ct images in h&n cancer [5][6][7].traditional survival
prediction methods are usually based on radiomics [8], where handcrafted
radiomics features are extracted from pre-segmented tumor regions and then are
modeled by statistical survival models, such as the cox proportional hazard
(coxph) model [9].",
928,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"however, early fusion has difficulties in extracting intra-modality information
due to entangled (concatenated) images for feature extraction, while late fusion
has difficulties in extracting inter-modality information due to fully
independent feature extraction.",
929,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"however, the performance of this method heavily relies on using tumor
segmentation masks as inputs, which limits its generalizability.secondly,
although deep survival models have advantages in performing end-to-end survival
prediction without requiring tumor masks, this also incurs difficulties in
extracting region-specific information, such as the prognostic information in
primary tumor (pt) and metastatic lymph node (mln) regions.",
930,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"however, this method extracted entangled features related to both
pt and mln regions, which incurs difficulties in discovering the prognostic
information in pt-/mln-only regions.in this study, we design an x-shape
merging-diverging hybrid transformer network (named xsurv, fig.",
931,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"following existing multi-task deep survival models [11,16,[24][25][26], our
xsurv is endto-end trained for survival prediction and pt-mln segmentation using
a combined loss: l = l surv +λ(l pt +l mln ), where the λ is a parameter to
balance the survival prediction term l surv and the pt/mln segmentation terms l
pt /mln .",
932,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"in addition,
clinical indicators (e.g., age, gender) also can be integrated by the coxph
model.",
933,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"for a fair
comparison, all methods took the same preprocessed images and clinical
indicators as inputs.",
934,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"survival prediction and segmentation were evaluated using
concordance index (c-index) and dice similarity coefficient (dsc), which are the
standard evaluation metrics in the challenges [6,7,35].we also performed two
ablation studies on the encoder and decoder separately: (i) we replaced
hpca/hpsa blocks with conv blocks and compared different strategies to combine
pet-ct images.",
935,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"as we have mentioned, early and late fusion have difficulties
in extracting intra-and inter-modality information, respectively.",
936,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"to relieve this
problem, in tang et al.'s study [22], tumor segmentation masks were fed into the
model as explicit guidance to tumor regions.",
937,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"while prognostication and survival analysis offer invaluable
insights for patient management, biological studies and drug development
efforts, they require careful tracking of patients for a lengthy period of time;
rendering this as a task that requires a significant amount of effort and
funding.in the machine learning domain, patient prognostication can be treated
as a weakly supervised problem, which a model would predict the outcome (e.g.,
time to cancer recurrence) based on the histopathology images.",
938,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"this is perhaps due to the fact that
mil-based technique do not incorporate patch locations and interactions as well
as tissue heterogeneity which can potentially have a vital role in defining
clinical outcomes [4,26].to address this issue, graph neural networks (gnn) have
recently received more attention in histology.",
939,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"the code and graph
embeddings are publicly available at https://github.com/pazadimo/all-in 2
related works utilizing weakly supervised learning for modeling histopathology
problems has
been getting popular due to the high resolution of slides and substantial time
and financial costs associated with annotating them as well as the development
of powerful deep discriminative models in the recent years [24].such models are
used to perform nuclei segmentation [18], identify novel subtypes [12], or later
descendants are even able to pinpoint sub-areas with a high diagnostic value
[19].",
940,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"inspired by the relaxation form of the known k-way mincut problem, we create a
continuous cluster matrix c n ∈ r m ×k using mlp layers and can finally estimate
the super-nodes features (s n ∈ r m ×d ) as:where w 1 , w 2 are mlps' weights.",
941,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"this term is motivated by
the original mincut problem and intends to solve it for the the patients' graph.",
942,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"here, we take a balanced policy
between the independence and knowledge mixture of the two routes by only sharing
the weights without using any guidance.",
943,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"we also utilized the prostate
cancer grade assessment (panda) challenge dataset [7] that includes more than
10,000 pca needle biopsy slides (no outcome data) as an external dataset for
training the encoder of our model.",
944,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"superior performance of our mca policy implies that balanced
exploitation of fine and coarse features with shared weights may provide more
robust contextual information compared to using mixed guided information or
utilizing them independently.patient stratification.",
945,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"this
group should be managed differently from the rest of the low-risk prostate
cancer patients in the clinic.",
946,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,"to handle this problem, we compensate i r with
the original semantic information contained in i.",
947,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,"however, for
dense-prediction tasks like semantic segmentation or contour detection, adopting
in alone cannot fully address the feature statistics variation problem.",
948,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,"it is shown that the value of b affects the model
performance significantly.the above problem is common in nucleus segmentation
because pathological images from different organs or tissues tend to have
significantly different foreground-background ratios.",
949,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,"to handle this problem, we propose the
distribution-aware instance normalization (dain) method to re-estimate feature
statistics that account for different ratios of foreground and background
pixels.",
950,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,"the images are extracted from 16
colorectal adenocarcinoma wsis, each of which belongs to an individual patient,
and scanned with an omnyx vl120 scanner within the department of pathology at
university hospitals coventry and warwickshire, uk.",
951,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,this problem is well addressed by our proposed dain.,
952,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"multiplex staining
resolves this issue by allowing different tumor and immune cell markers to be
stained on the same tissue section, avoiding any phenotyping guesswork from
pathologists.",
953,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"we randomly extracted tiles from
the lyon19 challenge dataset [14] to use as style ihc images.",
954,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"this work was
supported by msk cancer center support grant/core grant (p30 ca008748) and by
james and esther king biomedical research grant (7jk02) and moffitt merit
society award to c.",
955,Detection of Basal Cell Carcinoma in Whole Slide Images,"neural architecture search (nas)
addresses this issue by auto-designing superior models [10][11][12][13],
exploring a vast architecture space.",
956,Detection of Basal Cell Carcinoma in Whole Slide Images,"however, current nas methods often overlook
fairness in architecture ranking, impeding the discovery of top-performing
models.in this study, we utilized the nas approach to identify the optimal
network for skin cancer detection.",
957,Detection of Basal Cell Carcinoma in Whole Slide Images,"we observed that conventional nas methods often
overlook fairness ranking during the search, hindering the search for optimal
solutions.",
958,Detection of Basal Cell Carcinoma in Whole Slide Images,"our sc-net framework addresses this by ensuring fair training and
precise ranking.",
959,Detection of Basal Cell Carcinoma in Whole Slide Images,"a balanced evolutionary algorithm
is then used to select the optimal structure from the search space, with the
candidate structures' performance evaluated using mini-batch patch data.",
960,Detection of Basal Cell Carcinoma in Whole Slide Images,"current approaches for neural architecture search [19][20][21] often employ a
unilaterally augmented (ua) principle to evaluate each width, resulting in
unfair training of channels in the supernet.",
961,Detection of Basal Cell Carcinoma in Whole Slide Images,"however, the ua principle leads to channel
training imbalance in the supernet due to its constraints, as illustrated in
fig.",
962,Detection of Basal Cell Carcinoma in Whole Slide Images,"this
introduces evaluation bias and leads to sub-optimal results.to mitigate
evaluation bias on width, we propose a new sc-net that promotes the fairness of
channels during training.",
963,Detection of Basal Cell Carcinoma in Whole Slide Images,"therefore, the training degree t
(d) of the d-th channel in our proposed method istherefore, the training degree
t for each channel will always be equal to the same constant value of the width,
independent of the channel index, ensuring fairness in terms of channel (filter)
levels.",
964,Detection of Basal Cell Carcinoma in Whole Slide Images,"to
ensure a fair comparison on our dataset, we selected several papers in the field
of pathological image analysis, such as [9,22,23], as well as others using the
ua principle, such as [18,24].evaluation metrics.",
965,Detection of Basal Cell Carcinoma in Whole Slide Images,"by formulating sc-net as a balanced supernet, we
ensure fair ranking and treatment of all potential architectures.",
966,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,"to address this issue,
multiple instance learning (mil) [1] is usually applied to formulate
pathological image analysis tasks into weakly supervised learning problems.",
967,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,"the primary challenge of mil arises from its weakly supervised
nature, i.e.",
968,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,"bag-level mil incorporates instance embeddings to create a bag
representation, converting the mil into a supervised learning problem.",
969,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,"the
instance-level mil, however, faces the problem of noisy labels, which is caused
by the common strategy of assigning the wsi labels to patches and the fact that
there are lots of patches irrelevant to the wsi labels [3,6].considering these
conventional mil methods usually utilize either bag-level or instance-level
supervision, leading to suboptimal performance.",
970,Multi-scale Prototypical Transformer for Whole Slide Image Classification,"however, wsis are extremely large in the size and lack of pixel-level
annotations, making it difficult to adopt the traditional supervised learning
methods for wsi classification [4].to address this issue, multiple instance
learning (mil) has been successfully applied to the wsi classification task as a
weakly supervised learning problem [5][6][7].",
971,Multi-scale Prototypical Transformer for Whole Slide Image Classification,"when the
positive and negative instances in the bag are highly imbalanced, the mil models
are prone to incorrectly discriminate these positive instances when using simple
aggregation operations.",
972,Multi-scale Prototypical Transformer for Whole Slide Image Classification,"however, the wsi dataset generally has
a long sequence of instances, which makes the clustering algorithms
computationally expensive and slow down as the size of the bag increases.to
solve the issue above, we propose to apply the self-attention (sa) mechanism in
transformer to re-calibrate these cluster prototypes.",
973,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"whether the awareness of infiltrative
area information can be helpful in the improvement of diagnostic accuracy is
still unexplored.here, we propose an explanatory framework for the diagnosis of
thyroid nodules based on dynamic ceus video, which considers the dynamic
perfusion characteristics and the amplification of the lesion region caused by
microvessel infiltration.",
974,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"the great challenge of automatic recognition of lesion area from ceus video is
that the semantic information of the lesion area is different in the ceus video
of the different microvessel perfusion periods.",
975,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"based on the fact that inceptext [15] has
experimentally demonstrated that asymmetric convolution can effectively solve
the problem of highly variable size and aspect ratio, we use asymmetric
convolution in the ipo unit.",
976,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"the l total is denoted as follows:where λ 1 , λ 2 , λ 3 are
the hyper-parameters to balance the corresponding loss.",
977,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"our dataset contained 282 consecutive patients who underwent thyroid
nodule examination at nanjing drum tower hospital.",
978,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"all data were approved by the institutional review board of
nanjing drum tower hospital, and all patients signed the informed consent before
enrollment into the study.implementation details.",
979,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"for fair
comparison, all methods used the manually annotated lesion mask to assist the
diagnosis.",
980,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"the awareness of microvascular infiltration
using saf and ipo unit was helpful for ceus-based diagnosis, as it could improve
the diagnosis accuracy by 7.69% (as in table 2).",
981,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,"methods to relieve
the high dependency on the accurate annotations of nuclei are highly
needed.unsupervised learning (ul) methods achieved great success in the data
dependency problem for nuclei segmentation, which learns from the structural
properties in the data without any manual annotations.",
