,title
543,Vertex Correspondence in Cortical Surface Reconstruction (vol8) (vol8)
544,Learning Large Margin Sparse Embeddings for Open Set Medical Diagnosis (vol8) (vol8)
545,Wasserstein Distance-Preserving Vector Space of Persistent Homology (vol8) (vol8)
546,Learnable Subdivision Graph Neural Network for Functional Brain Network Analysis and Interpretable Cognitive Disorder Diagnosis (vol8) (vol8)
547,SurfFlow: A Flow-Based Approach for Rapid and Accurate Cortical Surface Reconstruction from Infant Brain MRI (vol8) (vol8)
548,AUA-dE: An Adaptive Uncertainty Guided Attention for Diffusion MRI Models Estimation (vol8) (vol8)
549,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention (vol8) (vol8)
550,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction (vol8) (vol8)
551,A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images (vol8) (vol8)
552,Flow-Based Geometric Interpolation of Fiber Orientation Distribution Functions (vol8) (vol8)
553,Path-Based Heterogeneous Brain Transformer Network for Resting-State Functional Connectivity Analysis (vol8) (vol8)
554,DeepSOZ: A Robust Deep Model for Joint Temporal and Spatial Seizure Onset Localization from Multichannel EEG Data (vol8) (vol8)
555,Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning (vol8) (vol8)
556,Self-pruning Graph Neural Network for Predicting Inflammatory Disease Activity in Multiple Sclerosis from Brain MR Images (vol8) (vol8)
557,Multimodal Brain Age Estimation Using Interpretable Adaptive Population-Graph Learning (vol8) (vol8)
558,Prompt-Based Grouping Transformer for Nucleus Detection and Classification (vol8) (vol8)
559,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI (vol8) (vol8)
560,Towards Accurate Microstructure Estimation via 3D Hybrid Graph Transformer (vol8) (vol8)
561,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model (vol8) (vol8)
562,Learning Normal Asymmetry Representations for Homologous Brain Structures (vol8) (vol8)
563,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation (vol8) (vol8)
564,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture (vol8) (vol8)
565,Exploring Unsupervised Cell Recognition with Prior Self-activation Maps (vol8) (vol8)
566,Pick and Trace: Instance Segmentation for Filamentous Objects with a Recurrent Neural Network (vol8) (vol8)
567,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI (vol8) (vol8)
568,atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning (vol8) (vol8)
569,Microstructure Fingerprinting for Heterogeneously Oriented Tissue Microenvironments (vol8) (vol8)
570,Cortical Analysis of Heterogeneous Clinical Brain MRI Scans for Large-Scale Neuroimaging Studies (vol8) (vol8)
571,B-Cos Aligned Transformers Learn Human-Interpretable Features (vol8) (vol8)
572,Predicting Diverse Functional Connectivity from Structural Connectivity Based on Multi-contexts Discriminator GAN (vol8) (vol8)
573,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations (vol8) (vol8)
574,PMC-CLIP: Contrastive Language-Image Pre-training Using Biomedical Documents (vol8) (vol8)
575,A Coupled-Mechanisms Modelling Framework for Neurodegeneration (vol8) (vol8)
576,CoactSeg: Learning from Heterogeneous Data for New Multiple Sclerosis Lesion Segmentation (vol8) (vol8)
577,Robust and Generalisable Segmentation of Subtle Epilepsy-Causing Lesions: A Graph Convolutional Approach (vol8) (vol8)
578,LUCYD: A Feature-Driven Richardson-Lucy Deconvolution Network (vol8) (vol8)
579,BigFUSE: Global Context-Aware Image Fusion in Dual-View Light-Sheet Fluorescence Microscopy with Image Formation Prior (vol8) (vol8)
580,Dynamic Structural Brain Network Construction by Hierarchical Prototype Embedding GCN Using T1-MRI (vol8) (vol8)
581,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping (vol8) (vol8)
582,Dynamic Functional Connectome Harmonics (vol8) (vol8)
583,BrainUSL: Unsupervised Graph Structure Learning for Functional Brain Network Analysis (vol8) (vol8)
584,Weakly-Supervised Drug Efficiency Estimation with Confidence Score: Application to COVID-19 Drug Discovery (vol8) (vol8)
585,DeepGraphDMD: Interpretable Spatio-Temporal Decomposition of Non-linear Functional Brain Network Dynamics (vol8) (vol8)
586,EndoSurf: Neural Surface Reconstruction of Deformable Tissues with Stereo Endoscope Videos (vol9) (vol9)
587,Intra-operative Forecasting of Standing Spine Shape with Articulated Neural Kernel Fields (vol9) (vol9)
588,ConTrack: Contextual Transformer for Device Tracking in X-Ray (vol9) (vol9)
589,Ultrasonic Tracking of a Rapid-Exchange Microcatheter with Simultaneous Pressure Sensing for Cardiovascular Interventions (vol9) (vol9)
590,Spatiotemporal Incremental Mechanics Modeling of Facial Tissue Change (vol9) (vol9)
591,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery (vol9) (vol9)
592,Intraoperative CT Augmentation for Needle-Based Liver Interventions (vol9) (vol9)
593,Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue (vol9) (vol9)
594,POV-Surgery: A Dataset for Egocentric Hand and Tool Pose Estimation During Surgical Activities (vol9) (vol9)
595,Semantic Virtual Shadows (SVS) for Improved Perception in 4D OCT Guided Surgery (vol9) (vol9)
596,Spinal Nerve Segmentation Method and Dataset Construction in Endoscopic Surgical Scenarios (vol9) (vol9)
597,Optical Ultrasound Imaging for Endovascular Repair of Abdominal Aortic Aneurysms: A Pilot Study (vol9) (vol9)
598,Synthesising Rare Cataract Surgery Samples with Guided Diffusion Models (vol9) (vol9)
599,Multi-task Joint Prediction of Infant Cortical Morphological and Cognitive Development (vol9) (vol9)
600,Self-distillation for Surgical Action Recognition (vol9) (vol9)
601,Automatic Surgical Reconstruction for Orbital Blow-Out Fracture via Symmetric Prior Anatomical Knowledge-Guided Adversarial Generative Network (vol9) (vol9)
602,Robust Vertebra Identification Using Simultaneous Node and Edge Predicting Graph Neural Networks (vol9) (vol9)
603,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network (vol9) (vol9)
604,Analysis of Suture Force Simulations for Optimal Orientation of Rhomboid Skin Flaps (vol9) (vol9)
605,A Transfer Learning Approach to Localising a Deep Brain Stimulation Target (vol9) (vol9)
606,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning (vol9) (vol9)
607,SegmentOR: Obtaining Efficient Operating Room Semantics Through Temporal Propagation (vol9) (vol9)
608,SENDD: Sparse Efficient Neural Depth and Deformation for Tissue Tracking (vol9) (vol9)
609,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing (vol9) (vol9)
610,Surgical Video Captioning with Mutual-Modal Concept Alignment (vol9) (vol9)
611,SurgicalGPT: End-to-End Language-Vision GPT for Visual Question Answering in Surgery (vol9) (vol9)
612,A Unified Deep-Learning-Based Framework for Cochlear Implant Electrode Array Localization (vol9) (vol9)
613,LABRAD-OR: Lightweight Memory Scene Graphs for Accurate Bimodal Reasoning in Dynamic Operating Rooms (vol9) (vol9)
614,Realistic Endoscopic Illumination Modeling for NeRF-Based Data Generation (vol9) (vol9)
615,"High-Resolution Cranial Defect Reconstruction by Iterative, Low-Resolution, Point Cloud Completion Transformers (vol9) (vol9)"
616,Foundation Model for Endoscopy Video Analysis via Large-Scale Self-supervised Pre-train (vol9) (vol9)
617,"GLSFormer: Gated -Long, Short Sequence Transformer for Step Recognition in Surgical Videos (vol9) (vol9)"
618,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure (vol9) (vol9)
619,Cochlear Implant Fold Detection in Intra-operative CT Using Weakly Supervised Multi-task Deep Learning (vol9) (vol9)
620,Multi-view Guidance for Self-supervised Monocular Depth Estimation on Laparoscopic Images via Spatio-Temporal Correspondence (vol9) (vol9)
621,From Tissue to Sound: Model-Based Sonification of Medical Imaging (vol9) (vol9)
622,Self-supervised Sim-to-Real Kinematics Reconstruction for Video-Based Assessment of Intraoperative Suturing Skills (vol9) (vol9)
623,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast (vol9) (vol9)
624,Estimated Time to Surgical Procedure Completion: An Exploration of Video Analysis Methods (vol9) (vol9)
625,Pelphix: Surgical Phase Recognition from X-Ray Images in Percutaneous Pelvic Fixation (vol9) (vol9)
626,Learnable Query Initialization for Surgical Instrument Instance Segmentation (vol9) (vol9)
627,Learning Expected Appearances for Intraoperative Registration During Neurosurgery (vol9) (vol9)
628,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation (vol9) (vol9)
629,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery (vol9) (vol9)
630,Regressing Simulation to Real: Unsupervised Domain Adaptation for Automated Quality Assessment in Transoesophageal Echocardiography (vol9) (vol9)
631,Revisiting Distillation for Continual Learning on Visual Question Localized-Answering in Robotic Surgery (vol9) (vol9)
632,Encoding Surgical Videos as Latent Spatiotemporal Graphs for Object and Anatomy-Driven Reasoning (vol9) (vol9)
633,Pelvic Fracture Reduction Planning Based on Morphable Models and Structural Constraints (vol9) (vol9)
634,FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery (vol9) (vol9)
635,Soft-Tissue Driven Craniomaxillofacial Surgical Planning (vol9) (vol9)
636,A Closed-Form Solution to Electromagnetic Sensor Based Intraoperative Limb Length Measurement in Total Hip Arthroplasty (vol9) (vol9)
637,Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery (vol9) (vol9)
638,From Mesh Completion to AI Designed Crown (vol9) (vol9)
639,SEDSkill: Surgical Events Driven Method for Skill Assessment from Thoracoscopic Surgical Videos (vol9) (vol9)
640,Point Cloud Diffusion Models for Automatic Implant Generation (vol9) (vol9)
641,Surgical Action Triplet Detection by Mixed Supervised Learning of Instrument-Tissue Interactions (vol9) (vol9)
642,High-Quality Virtual Single-Viewpoint Surgical Video: Geometric Autocalibration of Multiple Cameras in Surgical Lights (vol9) (vol9)
643,CAT-ViL: Co-attention Gated Vision-Language Embedding for Visual Question Localized-Answering in Robotic Surgery (vol9) (vol9)
644,Rectifying Noisy Labels with Sequential Prior: Multi-scale Temporal Feature Affinity Learning for Robust Video Segmentation (vol9) (vol9)
645,Neural LerPlane Representations for Fast 4D Reconstruction of Deformable Tissues (vol9) (vol9)
646,ACT-Net: Anchor-Context Action Detection in Surgery Videos (vol9) (vol9)
647,Intelligent Virtual B-Scan Mirror (IVBM) (vol9) (vol9)
648,Surgical Activity Triplet Recognition via Triplet Disentanglement (vol9) (vol9)
649,A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation (vol9) (vol9)
650,UXDiff: Synthesis of X-Ray Image from Ultrasound Coronal Image of Spine with Diffusion Probabilistic Network (vol9) (vol9)
651,Semantic Segmentation of Surgical Hyperspectral Images Under Geometric Domain Shifts (vol9) (vol9)
652,TCL: Triplet Consistent Learning for Odometry Estimation of Monocular Endoscope (vol9) (vol9)
653,Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation (vol9) (vol9)
654,Deep Homography Prediction for Endoscopic Camera Motion Imitation Learning (vol9) (vol9)
655,A Patient-Specific Self-supervised Model for Automatic X-Ray (vol9) (vol9)
656,Noise Conditioned Weight Modulation for Robust and Generalizable Low Dose CT Denoising (vol10) (vol10)
657,CDiffMR: Can We Replace the Gaussian Noise with K-Space Undersampling for Fast MRI? (vol10) (vol10)
658,ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer (vol10) (vol10)
659,CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning (vol10) (vol10)
660,$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment (vol10) (vol10)
661,A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration (vol10) (vol10)
662,PIViT: Large Deformation Image Registration with Pyramid-Iterative Vision Transformer (vol10) (vol10)
663,Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations (vol10) (vol10)
664,SAMConvex: Fast Discrete Optimization for CT Registration Using Self-supervised Anatomical Embedding and Correlation Pyramid (vol10) (vol10)
665,Feature-Conditioned Cascaded Video Diffusion Models for Precise Echocardiogram Synthesis (vol10) (vol10)
666,Implicit Neural Representations for Joint Decomposition and Registration of Gene Expression Images in the Marmoset Brain (vol10) (vol10)
667,DiffuseIR: Diffusion Models for Isotropic Reconstruction of 3D Microscopic Images (vol10) (vol10)
668,Building a Bridge: Close the Domain Gap in CT Metal Artifact Reduction (vol10) (vol10)
669,StructuRegNet: Structure-Guided Multimodal 2D-3D Registration (vol10) (vol10)
670,X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior (vol10) (vol10)
671,RESToring Clarity: Unpaired Retina Image Enhancement Using Scattering Transform (vol10) (vol10)
672,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation (vol10) (vol10)
673,Learned Alternating Minimization Algorithm for Dual-Domain Sparse-View CT Reconstruction (vol10) (vol10)
674,TriDo-Former: A Triple-Domain Transformer for Direct PET Reconstruction from Low-Dose Sinograms (vol10) (vol10)
675,MoCoSR: Respiratory Motion Correction and Super-Resolution for 3D Abdominal MRI (vol10) (vol10)
676,MRIS: A Multi-modal Retrieval Approach for Image Synthesis on Diverse Modalities (vol10) (vol10)
677,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction (vol10) (vol10)
678,ASCON: Anatomy-Aware Supervised Contrastive Learning Framework for Low-Dose CT Denoising (vol10) (vol10)
679,Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration (vol10) (vol10)
680,Importance Weighted Variational Cardiac MRI Registration Using Transformer and Implicit Prior (vol10) (vol10)
681,Unsupervised 3D Registration Through Optimization-Guided Cyclical Self-training (vol10) (vol10)
682,Make-A-Volume: Leveraging Latent Diffusion Models for Cross-Modality 3D Brain MRI Synthesis (vol10) (vol10)
683,Fast Reconstruction for Deep Learning PET Head Motion Correction (vol10) (vol10)
684,Contrastive Diffusion Model with Auxiliary Guidance for Coarse-to-Fine PET Reconstruction (vol10) (vol10)
685,Dual Domain Motion Artifacts Correction for MR Imaging Under Guidance of K-space Uncertainty (vol10) (vol10)
686,GSMorph: Gradient Surgery for Cine-MRI Cardiac Deformable Registration (vol10) (vol10)
687,Motion Compensated Unsupervised Deep Learning for 5D MRI (vol10) (vol10)
688,An Unsupervised Multispectral Image Registration Network for Skin Diseases (vol10) (vol10)
689,Generating High-Resolution 3D CT with 12-Bit Depth Using a Diffusion Model with Adjacent Slice and Intensity Calibration Network (vol10) (vol10)
690,Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction (vol10) (vol10)
691,Learning Deep Intensity Field for Extremely Sparse-View CBCT Reconstruction (vol10) (vol10)
692,Dual Arbitrary Scale Super-Resolution for Multi-contrast MRI (vol10) (vol10)
693,CortexMorph: Fast Cortical Thickness Estimation via Diffeomorphic Registration Using VoxelMorph (vol10) (vol10)
694,Physics-Informed Neural Networks for Tissue Elasticity Reconstruction in Magnetic Resonance Elastography (vol10) (vol10)
695,CycleSTTN: A Learning-Based Temporal Model for Specular Augmentation in Endoscopy (vol10) (vol10)
696,An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis (vol10) (vol10)
697,Inverse Consistency by Construction for Multistep Deep Registration (vol10) (vol10)
698,Geometric Ultrasound Localization Microscopy (vol10) (vol10)
699,Transformer-Based Dual-Domain Network for Few-View Dedicated Cardiac SPECT Image Reconstructions (vol10) (vol10)
700,JCCS-PFGM: A Novel Circle-Supervision Based Poisson Flow Generative Model for Multiphase CECT Progressive Low-Dose Reconstruction with Joint Condition (vol10) (vol10)
701,MEPNet: A Model-Driven Equivariant Proximal Network for Joint Sparse-View Reconstruction and Metal Artifact Reduction in CT Images (vol10) (vol10)
702,Estimation of 3T MR Images from 1.5T Images Regularized with Physics Based Constraint (vol10) (vol10)
703,Accurate Multi-contrast MRI Super-Resolution via a Dual Cross-Attention Transformer Network (vol10) (vol10)
704,Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras (vol10) (vol10)
705,Computationally Efficient 3D MRI Reconstruction with Adaptive MLP (vol10) (vol10)
706,DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration (vol10) (vol10)
707,Differentiable Beamforming for Ultrasound Autofocusing (vol10) (vol10)
708,3D Teeth Reconstruction from Panoramic Radiographs Using Neural Implicit Functions (vol10) (vol10)
709,Progressively Coupling Network for Brain MRI Registration in Few-Shot Situation (vol10) (vol10)
710,S3M: Scalable Statistical Shape Modeling Through Unsupervised Correspondences (vol10) (vol10)
711,Self-supervised MRI Reconstruction with Unrolled Diffusion Models (vol10) (vol10)
712,FSDiffReg: Feature-Wise and Score-Wise Diffusion-Guided Unsupervised Deformable Image Registration for Cardiac Images (vol10) (vol10)
713,Solving Low-Dose CT Reconstruction via GAN with Local Coherence (vol10) (vol10)
714,Multi-perspective Adaptive Iteration Network for Metal Artifact Reduction (vol10) (vol10)
715,Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT (vol10) (vol10)
716,DULDA: Dual-Domain Unsupervised Learned Descent Algorithm for PET Image Reconstruction (vol10) (vol10)
717,Low-Dose CT Image Super-Resolution Network with Dual-Guidance Feature Distillation and Dual-Path Content Communication (vol10) (vol10)
718,Non-iterative Coarse-to-Fine Transformer Networks for Joint Affine and Deformable Image Registration (vol10) (vol10)
719,X-Ray to CT Rigid Registration Using Scene Coordinate Regression (vol10) (vol10)
720,Trackerless Volume Reconstruction from Intraoperative Ultrasound Images (vol10) (vol10)
721,DisC-Diff: Disentangled Conditional Diffusion Model for Multi-contrast MRI Super-Resolution (vol10) (vol10)
722,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis (vol10) (vol10)
723,InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model (vol10) (vol10)
724,LLCaps: Learning to Illuminate Low-Light Capsule Endoscopy with Curved Wavelet Attention and Reverse Diffusion (vol10) (vol10)
725,Global k-Space Interpolation for Dynamic MRI Reconstruction Using Masked Image Modeling (vol10) (vol10)
726,Nonuniformly Spaced Control Points Based on Variational Cardiac Image Registration (vol10) (vol10)
727,Alias-Free Co-modulated Network for Cross-Modality Synthesis and Super-Resolution of MR Images (vol10) (vol10)
728,Topology-Preserving Computed Tomography Super-Resolution Based on Dual-Stream Diffusion Model (vol10) (vol10)
729,LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline (vol10) (vol10)
