,title,header_no,header_title,text,volume
1990,Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,2,Methods,"data measurements. cest imaging was performed in seven subjects, including two
glioblastoma patients, after written informed consent was obtained to
investigate the dependence of cest effects on b 1 in brain tissue. the local
ethics committee approved the study. all volunteers were measured at three b 1
field strengths 0.72 μt, 1.0 μt, and 1.5 μt. a method as described by mennecke
et al. [9] was used to acquire cest data on a 7t whole-body mri system
(magne-tom terra, siemens healthcare gmbh, erlangen, germany). saturated images
were obtained for 54 non-equidistant frequency offsets ranging from -100 ppm to
+100 ppm. the acquisition time per b 1 level was 6:42 min. the acquisition of
the b 1 map required an additional 1:06 min.conditional autoencoder. we
developed a conditional autoencoder (cae) to solve the b 1 inhomogeneity
problem, which is essential for the generation of metabolic cest contrast maps
at 7t. the left part of fig. 2 describes the cae. the encoding network of cae
took the raw cest-spectrum and the corresponding effective b 1 value as input
and generate a latent space that was concatenated once with the same b 1 input
value and passed to the decoder that reconstruct the uncorrected b 1
cest-spectrum, and another time the latent space was concatenated with the
desired/specific effective b 1 value to reconstruct the cest-spectrum at a
specific b 1 saturation amplitude. both decoders shared the weights (cf. fig.
2). for the development of the cae networks, we used the well-known fully
concatenated (fc) layers with leaky relu activations except for the last layer
of decoder, which had a linear activation. the encoder and decoder both
consisted of 4 layers, where the layers of the encoder successively contain 128,
128, 64, 32 neurons, while the layers of the decoder successively contain 32,
64, 128, 128 neurons. the input, latent space and output layers had 55, 17 and
54 neurons respectively.physics-informed autoencoder. the lorentzian model and
its b 1dispersion can be derived from the underlying spin physics described by
the bloch-mcconnell equation system [8]. the physics-informed autoencoder (piae)
utilized fully connected nn as encoder and lorentzian distribution generator as
a decoder to perform the pixel-wise 5-pool lorentzian curve fit to the
cest-spectrum (water, amide, amine, noe, mt) [14]. the 5-pool model was
described aswhere l denotes the lorentz function. the direct saturation pool
(water) was defined as(the remaining other four pools were defined as) 2 , i ∈
amide, amine, rn oe, ssm t .(the right part of fig. 2 describes the piae. the
encoder of piae mapped the cest-spectrum to the amplitudes a i , the full width
half maximum (fwhm) τ i , and the water peak position δ ds of the 5-pool
lorentzian model. its encoder consisted of four fc layers, each with 128 neurons
with leaky relu activations. it had three so-called fc latent space layers with
linear activation for position and exponential activations for fwhm and
amplitudes of 5-pool lorentzian model. the positions of amide, rnoe, ssmt, and
amine were fixed at 3.5 ppm, -3.5 ppm, -3 ppm, and 2 ppm, respectively, and
shifted with respect to the predicted position of the water peak. the decoder of
piae consisted of a lorentzian distribution generator (cf. fig. 2). it generated
samples of the 5-pool distributions exactly at the offsets δω (i.e. between -100
ppm and 100 ppm) where the input cest-spectrum was sampled, and combined them
according to eq. 1 to generate the input cest spectrum with or without b 0
correction.bound loss. the peak positions δ i and widths τ i of the pools had to
be within certain bounds so that certain neurons in the latent space layer of
piae would not be exchanged and provide the same pool parameters for all
samples. we developed a simple cost function along the lines of the hinge loss
[12], called the bound loss. mathematically, it is defined as followsthe bound
loss increases linearly as the output of the latent space neurons of piae
exceeds or recede from the boundaries. the lower and upper limits for positions
and widths are given in table 1 of the supplementary material.training and
evaluation. four healthy volunteers formed the training and validation sets. the
test set consisted of the two tumor patients and one healthy subject. to ensure
that the outcomes were exclusively based on the cest-spectrum and not influenced
by spatial position, the training was carried out voxel-by-voxel. consequently,
there were approximately one million cestspectra for the training process. cae
was first trained with mse loss. in this step, the cae encoder was fed with the
cest-spectrum of a specific b 1 saturation amplitude, and it generated two
cest-spectra, one for the input b 1 saturation level and the other for the b 1
level injected into the latent space (cf. fig. 2). later, it was trained with a
combination of mse loss and perception loss (mse loss between the latent space
of the cest-spectra at two different b 1 levels). to incorporate perception
loss, we used two forward passes with two different b 1 cest-spectra and used
perception loss to generate a latent space that is independent of b 1 saturation
amplitude. the following equation describes the loss of the second step.piae, on
the other hand, was trained with a combination of mse loss and bound loss. the
piae loss was described as followsfor evaluation we input the uncorrected
cest-spectrum acquired at 1μt and generated corrected cest-spectra at b 1 0.5,
0.72, 1.0, 1.3, 1.5 μt. piae encoder yielded the amplitudes of 5-pool for b 1
corrected cest-spectrum. its decoder reconstructed the b 1 b 0 fitted
cest-spectrum. the b 0 correction simply refers to the shift of the position of
the water peak to 0 ppm.cest quantification. the multi-b 1 cest-spectra allow
quantification of cest effects (amide, rnoe, amine) [14,15] down to the exchange
rate and concentration. the amplitudes of the cest contrasts were expressed
according to the definition in [15] as followswhere f i , k i , and r 2i express
the concentrations, exchange rates, and relaxation rates of the pools. z ref
defines the sum of all 5 distributions at the resonance frequency of the
specific pool in b 1 b 0 corrected cest-spectrum and w 1 is the frequency of the
oscillating field.the amplitudes of cest contrasts in the lorentzian function
have the b 1 dispersion function given by the labeling efficiency α (eq. 7). the
exchange rate occurs here separately from the concentration, which allows their
quantification via the b 1 dispersion. concentration and exchange rate were
fitted as a product and denoted as z 1 (quantified maps), and k(k+r 2 ) was also
fitted with the single term z 2 using trust-region reflective least squares
[10].",8
1991,Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,3,Results,"the comparison of picae with the conventional method [9,14] is shown in columns
1 and 2 of fig. 3. the top image in column 3 shows the t 1 -weighted reference
image enhanced with the exogenous contrast agent gadolinium (gd-t 1 w), and the
bottom image shows the b 1 -map. the tumor shows a typical so called gadolinium
ring enhancement indicated by the arrow (a 15 ), which is also visible in the
non-invasive and gadolinium-free cest contrast maps (columns 1 and 2). the
picae-cest maps showed better visualization of this tumor feature compared to
the conventional method. the proposed method yielded at least 25% increase in
the structural similarity index (ssim) with the gd-t 1 w image for the ring
enhancement region. the contrast maps also appear less noisy and more
homogeneous over the whole brain compared to the lorentzian fit on the
interpolated-corrected b 1 cest-spectra [14]. to further evaluate the
performance of piae and cae, we b1-corrected the data using cae and fitted it
with the least squares method (cae-lorentzian fit). the comparison of the cest
maps produced by the conventional lorentzian fit, the cae-lorentzian fit, and
picae is shown in table 1 using ssim and gradient cross correlation (gcc) [11]
for the tumor ring region. both the cae-lorentzian fit and picae were better
than the conventional method. cae-lorentzian fit even outperformed picae for
rnoe metabolic map and has similar performance for amide, but it has much lower
performance for amine. the ability of picae to produce b 1 -robust cest maps at
arbitrary levels is shown in fig. 4, where different b 1 levels reveal different
features of the heterogenous tumor. quantification of chemical exchange rates
and concentration, i.e., z 1 = f•k, is shown in column 4. z 1 (quantified maps)
further improve the visualization of the ring enhancement area. column 5 shows
the z 2 maps, which are combination of the exchange rate k and the relaxation
rate r 2 . quantified maps of amide, rnoe and amine for another tumor patient is
shown in supplementary fig. 1. the accuracy of the cae to generate particular b
1 cestspectra is depicted using absolute error for acquisition at different b 1
levels (see supplementary fig. 2). the performance was lower for b 1 0.72 μt,
and 1.5 μt compared to 1 μt.",8
2003,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,1,Introduction,"machine learning (ml), specifically deep learning (dl), algorithms have shown
exceptional performance on numerous medical image analysis tasks [2].
never-theless, comprehensive reviews highlight major issues of generalizability,
robustness, and reproducibility in medical imaging ai/ml [9,15]. for a
generalizability assessment, reporting only aggregate performance measures is
not sufficient. due to model complexity and limited training data, ml
performance often varies across data subgroups or domains, such as different
patient subpopulations or varied data acquisition scenarios. aggregate
performance measures (e.g., sensitivity, specificity, roc auc) can be dominated
by the larger subgroups, masking the poor ml model performance on smaller but
clinically important subgroups [11]. thus, achieving (through training) and
demonstrating (as part of testing) satisfactory ml model performance across
relevant subgroups is crucial before the real-world clinical deployment of a
medical ml system [13].however, a challenging situation arises when relevant
subgroups are unrecognized. one solution to this issue is to apply a clustering
algorithm to the data, with the goal of identifying the unannotated subgroups.
the main objective of unsupervised clustering is to group data points into
distinct classes of similar traits. however, due to the complexity and high
dimensionality of the medical imaging data and the resulting difficulty in
establishing a concrete notion of similarity, extracting low-dimensional
characteristics becomes the key to establishing the best criteria for grouping.
unsupervised generative clustering aims to simultaneously address both domain
identification and dimensionality reduction. deep unsupervised clustering
algorithms could map the medical imaging data back to their causal factors or
underlying domains, such as image acquisition equipment, patient subpopulations,
or other meaningful data subgroups. however, there is a practical need to be
able to guide the deep clustering model towards the identification of grouping
structures in a given dataset that have not been already annotated. to that end,
we propose a mechanism that is intended to constrain the model towards
identifying clusters in the data that are not associated with given variables of
choice (already known class labels or subgroup structures). the resulting
algorithmic cluster assignments could then be used to improve ml algorithm
training, or for generalizability and robustness evaluation.",8
2013,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,1,Introduction,"brachial plexopathy is a form of peripheral neuropathy [1]. it occurs when there
is damage to the brachial plexus (bp) which is a complex nerve network under the
skin of the shoulder. there is a wide range of disease that may cause a brachial
plexopathy.radiation fibrosis, primary and metastatic lung cancer, and
metastatic breast cancer account for almost three-fourths of causes [2].
brachial plexus syndrome occurs not infrequently in patients with malignant
disease. it is due to compression or direct invasion of the nerves by tumor
which will bring many serious symptoms [3]. our research focuses on the brachial
plexopathy caused by metastatic breast cancers.magnetic resonance imaging (mri)
and ultrasound of the brachial plexus have become two reliable diagnostic tools
for brachial plexopathy [4]. automatic identification of the bp in mri and
ultrasound images has become a hot topic. currently, most of relevant research
in this field are focusing on ultrasound modality [5][6][7][8]. compared with
ultrasound, mri has become the primary imaging technique in the evaluation of
brachial plexus pathology [9]. however, to our knowledge, radiomics related bp
studies utilizing mri have not been reported previously.many radiomics studies
have experimentally demonstrated that image texture has great potential for
differentiation of different tissue types and pathologies [10]. in the past
several decades, many state-of-the-art methods have been proposed to extract
texture patterns [11,12]. however, how to most effectively combine texture
features with deep learning, called deep texture, is still an open area of
research. one prior approach, termed glcm-cnn, was proposed to carry out a polyp
differentiation task [13]. however, how to arrange these glcms to form the 3d
volume to optimize the performance is a major challenge.with the goal of
classifying normal from abnormal bp, we explored the approach of deep texture
learning. this paper constructed a bp dataset with the most commonly used bp
mris in our clinical practice. considering the shortcoming of traditional
patterns, triple point pattern (tpp) is proposed for the quantitative
representation of the heterogeneity of abnormal bp's. in contrast to glcm-cnn,
tppnet is designed to train models by feeding tpp matrices as the input with a
huge number of channels. finally, we analyze the model's performance in the
experimental section. the major contributions of this study include 1) directed
triangle construction idea for tpp, 2) huge number of tpp matrices as the
heterogeneity representations of bp, 3) tppnet with 15 layers and huge number of
channels, 4) the bp dataset containing mr images and their corresponding roi
masks.",8
2014,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,2.1,Dataset Preparation and Preprocessing,"following irb approval for this study, we search for patients with metastatic
breast cancer who had a breast cancer mri performed between 2010 and 2020 and
had morphologically positive bp on the mri report from our electronic medical
records (emr) in * hospital. totally, we collect approximate 807 series which
include 274 t2, 254 t1 and 279 post-gadolinium. since some scans are seriously
degraded due to motion artifacts. therefore, each case underwent several
essential image adjustments such as multi-series splitting, two-series merging,
slice swapping, artifact checking and boundary corrections. to yield the roi,
firstly, we randomly sampled -40% of the sequences including both normal and
abnormal ones that were manually segmented with itk-snap by two skilled trainees
[14,15]. then, the manual segmentations were utilized to train a 3d nnunet model
which was utilized to train the model which was used to predict rois for the
rest series [16]. the predicted segmentations were manually divided into three
groups, i.e. good, fair and poor. good cases were added to the training set.
this process was repeated until no improvements in the predictions for the
remaining sequences was seen. the final dataset for radiomic analysis was
constructed by merging the datasets for each sequence type. only patients that
had all three sequences segmented (t2, t1 and post-gadolinium) were included in
the dataset. table 1 shows a breakdown of the final dataset.",8
2065,Prompt-Based Grouping Transformer for Nucleus Detection and Classification,3.1,Datasets and Implementation Details,"consep 1 [10] is a colorectal nuclear dataset with three types, consisting of 41
h&e stained image tiles from 16 colorectal adenocarcinoma whole-slide images
(wsis). the wsis are at 20× magnification and the size of the slides is 500 ×
500. we split them following the official partition [1,10].is a breast cancer
dataset with three types and consists of 120 image tiles from 113 patients. the
wsis are at 20× magnification and the size of the slides ranges from 465 × 465
to 504 × 504. we follow the work [1] to apply the slic [2] algorithm to generate
superpixels as instances and split them into 80/10/30 slides for
training/validation/testing.lizard 3 [9] has 291 histology images of colon
tissue from six datasets, containing nearly half a million labeled nuclei in h&e
stained colon tissue. the wsis are at 20× magnification with an average size of
1,016 × 917 pixels. our implementation and the setting of hyper-parameters are
based on mmdetection [5]. the number of grouping prompts g is 64. random crop,
flipping, and scaling are used for data augmentation. our method is trained with
pytorch on a 48 gb gpu (nvidia a100) for 12-24 h (depending on the dataset
size). more details are listed in the supplementary material.",8
2081,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,1,Introduction,"gadolinium-based contrast agents (gbcas) are widely used in mri scans owing to
their capability of improving the border delineation and internal morphology of
different pathologies and have extensive clinical applications [1]. however,
gbcas have several disadvantages like contraindications in patients with reduced
renal function [2], patient inconvenience, high operation costs and
environmental side effects [3]. therefore, there is an increased emphasis on the
paradigm of ""as low as reasonably achievable"" (alara) [4]. to tackle these
concerns of gbcas, several dose reduction [5,6] and elimination approaches [7]
have been proposed. however, these deep learning(dl)-based dose reduction
approaches require high quality low-dose contrast-enhanced (ce) images paired
with pre-contrast and full-dose ce images. acquiring such a dataset requires
modification of the standard imaging protocol and involves additional training
of the mr technicians. therefore, it is important to simulate the process of t1w
low-dose image acquisition, using images from the standard protocol. moreover,
it is crucial for these dose reduction approaches to establish the minimum dose
level required for different pathologies as these are dependent on the scanning
protocol and the gbca compound injected. therefore the simulation tool should
also have the ability to synthesize images with multiple contrast enhancement
levels, that correspond to multiple arbitrary dose levels.currently mri dose
simulation is done using physics-based models [8]. however, these physics-based
methods are dependent on the protocol parameters and the type of gbca and their
relaxation parameters. deep learning (dl) models have been widely used in
medical imaging application due to their high capacity, generazibility, and
transferability [9,10]. the performance of these dl models heavily depend on the
availability of high quality data. there is a dearth of datadriven approaches to
mri dose-simulation given the lack of diverse ground truth data of the different
dose levels. to this effect, we introduce a vision transformer based dl model1
that can synthesize brain 2 mri images that correspond to arbitrary dose levels,
by training on a highly imbalanced dataset with only t1w pre-contrast, t1w 10%
low-dose, and t1w ce standard dose images. the model backbone consists of a
novel global transformer (gformer) with subsampling attention that can learn
long-range dependencies of contrast uptake features. the proposed method also
consists of a rotational shift operation that can further capture the shape
irregularity of the contrast uptake regions. we performed extensive quantitative
evaluation in comparison to other state-of-the art methods. additionally, we
show the clinical utility of the simulated t1w low-dose images using downstream
tasks. to the best of our knowledge, this is the first dl based mri dose
simulation approach.",8
2085,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,3,Experiments and Results,"dataset: with irb approval and informed consent, we retrospectively used 126
clinical cases (113 training, 13 testing) from a internal private dataset3 using
gadoterate meglumine contrast agent (site a). for downstream task assessment we
used 159 patient studies from another site (site b) using gadobenate
dimeglumine. the detailed cohort description is given in table 1. the clinical
indications for both sites included suspected tumor, post-op tumor follow-up and
routine brain. for each patient, 3d t1w mprage scans were acquired for the
pre-contrast, low-dose, and post-contrast images. these paired images were then
mean normalized and affine co-registered (pre-contrast as the fixed image) using
simpleelastix [17]. the images were also skull-stripped, to account for
differences in fat suppression, using the hd-bet brain extraction tool [18] for
generating the ""soft labels"". evaluation settings: we quantitatively evaluated
the proposed model using psnr, ssim, rmse, and lpips perceptual metrics [19],
between the synthesized and true low-dose images. we replaced the gformer
backbone with other state-of-the-art methods to compare the efficacy of the
different methods. particularly, the following backbone networks were studied:
simple linear scaling (""scaling"") approach, rednet [20], mapnn [13], restormer
[21], and swinir [22]. unet [23] and swin-unet [24] models were not assessed due
to their tendency to synthesize blurry artifacts in the iterative modelling.
throughput metric (number of images generated per second) was also calculated to
assess the inference efficiency.evaluation results: figure 4(a) shows that the
proposed model is able to generate images that correspond to different dose
levels. as shown in the zoomed inset, the hyperintensity of the contrast uptake
in these images gradually reduces at each iteration. figure 4(b) shows that the
pathological structure in the synthesized low-dose image is similar to that of
the ground truth. figure 4(c) also shows that the model is robust to
hyperintensities that are not related to contrast uptake. figure 3 and table 2
show that proposed model can synthesize enhancement patterns that look close to
the true low-dose and that it performs better than the other competing methods
with a reasonable inference throughput. quantitative assessment of contrast
uptake: the above pixel-based metrics do not specifically focus on the contrast
uptake region. in order to assess the contrast uptake patterns of the
intermediate images, we used the following metrics as described in [25]:
contrast to noise ratio(cnr), contrast to background ratio(cbr), and contrast
enhancement percentage(cep). the roi for the contrast uptake was computed as the
binary mask of the corresponding ""soft labels"" in eq. 2. as shown in fig. 5, the
value of the contrast specific metrics increases in a non-linear fashion as the
iteration step increases. downstream tasks: in order to demonstrate the clinical
utility of the synthesized low-dose images, we performed two downstream tasks:
1) low-dose to full-dose synthesis using the dl-based algorithm to predict
full-dose image from pre-contrast and low-dose images described in [5], we
synthesized t1ce volumes using true low-dose (t1ce-real-ldose) and gformer (rot)
synthesized low-dose (t1ce-synth-ldose). we computed the psnr and ssim metrics
of t1ce vs t1ce-synth/t1ce vs t1ce-synth-sim which are 29.82 ± 3.90 db/28.10 ±
3.20 db and 0.908 ± 0.031/0.892 ± 0.026 respectively. this shows that the
synthesized low-dose images perform similar4 to that of the low-dose image in
the dose reduction task. for this analysis we used the data from site b. 2)
tumor segmentation using the t1ce volumes synthesized in the above step, we
perform tumor segmentation using the winning solution of brats 2018 challenge
[26]. let m true , m ldose and m ldose-sim be the whole tumor (wt) masks
generated using t1ce, t1ce-real-ldose and t1ce-synth-ldose (+ t1, t2 and flair
images) respectively. the mean dice scores dice(m true , m ldose ) and dice(m
true , m ldose-sim ) on the test set were 0.889±0.099 and 0.876±0.092
respectively. figure 6 shows visual examples of tumor segmentation performance.
this shows that the clinical utility provided by the synthesized low-dose is
similar5 to that of the actual low-dose image.",8
2095,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,0,Table 3 .,"works on unregistered tractography from neonate brains (much smaller than adult
brains). in the challenging btp (tumor patients) dataset, tractcloud reg-free
obtains significantly lower tda values than sota methods and comparable
performance to tractcloud regist . as shown in table2, our registration-free
framework is much faster than other compared methods.",8
2105,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,3.3,In Vivo Data: Neurite Morphology,"figure 4(a) shows the relaxation times of the restricted compartment in white
matter lesions, indicating that relaxation times are longer in gliomas than
normal white matter tissue. the higher t 2 in grade 4 glioma is associated with
changes in metabolite compositions, resulting in remarkable changes in neurite
morphology in lesioned tissues (fig. 4(c-d)), consistent with previous
observations [12,23]. the rate of longitudinal relaxation time has been shown to
be positively correlated with myelin content. our results indicate that mte dmri
is more sensitive to neurite morphology than ste dmri (fig. 4(b)).figures 4(c-d)
show that the estimated mean nr in the gray matter is approximately in the range
of 10 µm, which is in good agreement with the sizes of somas in human brains,
i.e., 11 ± 7 µm [26]. rdsi improves the detection of small metastases,
delineation of tumor extent, and characterization of the intratumoral
microenvironment when compared to conventional microstructure models (fig.
4(c)). our studies suggest that rdsi provides useful information on
microvascularity and necrosis helpful for facilitating early stratification of
patients with gliomas (fig. 4(d)).",8
