title,authors,page_numbers,doi,publication_year,vol_number,paper_id,path,extracted_sentence,extracted_sents_keywords
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"all cases
prior decoder c-index
time-dependent auc
1-year
2-year
3-year
4-year
✗
✗
0.68±0.03 0.70±0.05 0.71±0.04 0.70±0.04 0.71±0.09
✓
✗
0.70±0.03 0.72±0.05 0.73±0.05 0.74±0.04 0.75±0.07
✓
✓
0.73±0.03 0.75±0.05 0.75±0.04 0.77±0.04 0.76±0.08
excluding cancer cases with event time < 180 days
prior decoder c-index
time-dependent auc
1-year
2-year
3-year
4-year
✗
✗
0.63±0.04 0.64±0.10 0.66±0.08 0.64±0.06 0.64±0.11
✓
✗
0.68±0.05 0.64±0.14 0.73±0.08 0.70±0.05 0.71±0.09
✓
✓
0.70±0.04 0.68±0.13 0.76±0.07 0.73±0.05 0.71±0.10
performance, while strong geometric transformations had a negative impact.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"our ﬁndings, summarized
in table 1, include two sets of results: one for all exams in the test set and
the other by excluding cancer exams within 180 days of cancer diagnosis which
are likely to have visible symptoms of cancer, by following a previous study [33].
this latter set of results is particularly relevant as risk prediction aims to predict
unseen risks beyond visible cancer patterns.","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"our ﬁndings, summarized
in table 1, include two sets of results: one for all exams in the test set and
the other by excluding cancer exams within 180 days of cancer diagnosis which
are likely to have visible symptoms of cancer, by following a previous study [33].
this latter set of results is particularly relevant as risk prediction aims to predict
unseen risks beyond visible cancer patterns.","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"our ﬁndings, summarized
in table 1, include two sets of results: one for all exams in the test set and
the other by excluding cancer exams within 180 days of cancer diagnosis which
are likely to have visible symptoms of cancer, by following a previous study [33].
this latter set of results is particularly relevant as risk prediction aims to predict
unseen risks beyond visible cancer patterns.","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"our ﬁndings, summarized
in table 1, include two sets of results: one for all exams in the test set and
the other by excluding cancer exams within 180 days of cancer diagnosis which
are likely to have visible symptoms of cancer, by following a previous study [33].
this latter set of results is particularly relevant as risk prediction aims to predict
unseen risks beyond visible cancer patterns.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"we observe similar performance improvements when evaluating cases with
at least 180 days to cancer diagnosis.","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"we observe similar performance improvements when evaluating cases with
at least 180 days to cancer diagnosis.","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"we observe similar performance improvements when evaluating cases with
at least 180 days to cancer diagnosis.","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"we observe similar performance improvements when evaluating cases with
at least 180 days to cancer diagnosis.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the intuition behind this result is that mammograms taken near
the cancer diagnosis (<180 days) likely contain visible signs of cancer and thus
the task of risk prediction is easier.","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the intuition behind this result is that mammograms taken near
the cancer diagnosis (<180 days) likely contain visible signs of cancer and thus
the task of risk prediction is easier.","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the intuition behind this result is that mammograms taken near
the cancer diagnosis (<180 days) likely contain visible signs of cancer and thus
the task of risk prediction is easier.","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the intuition behind this result is that mammograms taken near
the cancer diagnosis (<180 days) likely contain visible signs of cancer and thus
the task of risk prediction is easier.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"0.74±0.14 -
no change
0.69±0.03 0.70±0.05 0.72±0.05 0.72±0.04 0.71±0.09
0.73±0.03 0.74±0.05 0.75±0.05 0.77±0.04 0.76±0.08
visible signs of cancer, in order to perform well under this evaluation setting.","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"0.74±0.14 -
no change
0.69±0.03 0.70±0.05 0.72±0.05 0.72±0.04 0.71±0.09
0.73±0.03 0.74±0.05 0.75±0.05 0.77±0.04 0.76±0.08
visible signs of cancer, in order to perform well under this evaluation setting.","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"0.74±0.14 -
no change
0.69±0.03 0.70±0.05 0.72±0.05 0.72±0.04 0.71±0.09
0.73±0.03 0.74±0.05 0.75±0.05 0.77±0.04 0.76±0.08
visible signs of cancer, in order to perform well under this evaluation setting.","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"0.74±0.14 -
no change
0.69±0.03 0.70±0.05 0.72±0.05 0.72±0.04 0.71±0.09
0.73±0.03 0.74±0.05 0.75±0.05 0.77±0.04 0.76±0.08
visible signs of cancer, in order to perform well under this evaluation setting.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the prime and prime+ models, which incorporate
prior mammograms, show high performance for long-term risk prediction (3,
4-year auc), indicating that considering changes in breast over time contain
useful information for breast cancer risk prediction.","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the prime and prime+ models, which incorporate
prior mammograms, show high performance for long-term risk prediction (3,
4-year auc), indicating that considering changes in breast over time contain
useful information for breast cancer risk prediction.","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the prime and prime+ models, which incorporate
prior mammograms, show high performance for long-term risk prediction (3,
4-year auc), indicating that considering changes in breast over time contain
useful information for breast cancer risk prediction.","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the prime and prime+ models, which incorporate
prior mammograms, show high performance for long-term risk prediction (3,
4-year auc), indicating that considering changes in breast over time contain
useful information for breast cancer risk prediction.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"our results suggest that incorporating changes
in patients using prior mammograms and a transformer decoder improves the
performance of breast cancer risk prediction models.
analysis based on density.","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"our results suggest that incorporating changes
in patients using prior mammograms and a transformer decoder improves the
performance of breast cancer risk prediction models.
analysis based on density.","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"our results suggest that incorporating changes
in patients using prior mammograms and a transformer decoder improves the
performance of breast cancer risk prediction models.
analysis based on density.","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"our results suggest that incorporating changes
in patients using prior mammograms and a transformer decoder improves the
performance of breast cancer risk prediction models.
analysis based on density.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"mammographic breast density is one of the most important risk factor to
predict breast cancer","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"mammographic breast density is one of the most important risk factor to
predict breast cancer","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"mammographic breast density is one of the most important risk factor to
predict breast cancer","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"mammographic breast density is one of the most important risk factor to
predict breast cancer","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"women with dense breasts have a four-to six-fold
higher risk of breast cancer","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"women with dense breasts have a four-to six-fold
higher risk of breast cancer","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"women with dense breasts have a four-to six-fold
higher risk of breast cancer","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"women with dense breasts have a four-to six-fold
higher risk of breast cancer","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the addition of mammographic breast density
has improved the performance traditional breast cancer risk models","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the addition of mammographic breast density
has improved the performance traditional breast cancer risk models","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the addition of mammographic breast density
has improved the performance traditional breast cancer risk models","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"the addition of mammographic breast density
has improved the performance traditional breast cancer risk models","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"this demonstrates the
potential usefulness of incorporating past mammogram information into breast
cancer risk prediction models.","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"this demonstrates the
potential usefulness of incorporating past mammogram information into breast
cancer risk prediction models.","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"this demonstrates the
potential usefulness of incorporating past mammogram information into breast
cancer risk prediction models.","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"this demonstrates the
potential usefulness of incorporating past mammogram information into breast
cancer risk prediction models.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"we suspect this is because deep neural networks generally work better on
low density images given that visual cues of cancer in images with lower breast
density are more clearly visible.","keywords: breast cancer · mammogram · risk prediction
1
introduction
breast cancer impacts women globally [15] and mammographic screening for
women over a certain age has been shown to reduce mortality"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"we suspect this is because deep neural networks generally work better on
low density images given that visual cues of cancer in images with lower breast
density are more clearly visible.","recently, several studies [8,32,33] revealed the potential of artiﬁcial intelligence
(ai) to develop a better risk assessment model to identify women who may ben-
eﬁt from supplemental screening or a personalized screening interval and these
may lead to improved screening outcomes.
in clinical practice, breast density and traditional statistical methods for pre-
dicting breast cancer risks such as the gail"
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"we suspect this is because deep neural networks generally work better on
low density images given that visual cues of cancer in images with lower breast
density are more clearly visible.","for medical applications, x typically
represents patient information like age, family history, genetic makeup, and diag-
nostic test results (e.g., a mammogram)."
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"Haolin Yuan, John Aucott, Armin Hadzic, William Paul, Marcia Villegas de Flores, Philip Mathew et al.",374-384,10.1007/978-3-031-43901-8_36,2023,4,59,miccai23vol5/paper_38.pdf,"we suspect this is because deep neural networks generally work better on
low density images given that visual cues of cancer in images with lower breast
density are more clearly visible.","women with dense breasts have a four-to six-fold
higher risk of breast cancer"
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"Hyeonsoo Lee, Junha Kim, Eunkyung Park, Minjeong Kim, Taesoo Kim, Thijs Kooi",389-398,10.1007/978-3-031-43904-9_38,2023,5,60,miccai23vol4/paper_32.pdf,,"+ bconvlap
(7)
where ‘∗’ represents the convolution operation, wconv means the weights of the
convolution and bconv denotes the bias, and up(·) is the spatial broadcasting
operation ,which upgrades the bias b ∈ r1×c×1×1×1 into up(b) ∈ r1×c×3×3×3.
in the inference stage, the output feature f is produced by a normal 3 × 3 × 3
convolution as follows:"
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"Dong She, Yueyi Zhang, Zheyu Zhang, Hebei Li, Zihan Yan, Xiaoyan Sun",333-343,10.1007/978-3-031-43901-8_32,2023,4,61,miccai23vol9/paper_56.pdf,"incomplete surgical resection with residual cancer left in the surgical
cavity is a potential sequelae of transoral robotic surgery (tors).","ν denote a penalty factor on
these soft constraints, and b is the biases."
